#m [GeV],  tau [ps], casb, BRexp(B+->K+mumu)
0.25	0.1	6.36632e-10
0.25	0.1	6.36632e-10
0.25	0.1	6.36632e-10
0.25	0.1	6.36632e-10
0.25	0.1	6.36632e-10
0.25	0.1	6.36632e-10
0.25	0.1	6.36632e-10
0.25	0.1	6.36632e-10
0.25	0.1	6.36632e-10
0.25	0.1	6.36632e-10
0.25	0.15	6.22309e-10
0.25	0.15	6.22309e-10
0.25	0.15	6.22309e-10
0.25	0.15	6.22309e-10
0.25	0.15	6.22309e-10
0.25	0.15	6.22309e-10
0.25	0.15	6.22309e-10
0.25	0.15	6.22309e-10
0.25	0.15	6.22309e-10
0.25	0.15	6.22309e-10
0.25	0.225	5.9542e-10
0.25	0.225	5.9542e-10
0.25	0.225	5.9542e-10
0.25	0.225	5.9542e-10
0.25	0.225	5.9542e-10
0.25	0.225	5.9542e-10
0.25	0.225	5.9542e-10
0.25	0.225	5.9542e-10
0.25	0.225	5.9542e-10
0.25	0.225	5.9542e-10
0.25	0.3375	5.87194e-10
0.25	0.3375	5.87194e-10
0.25	0.3375	5.87194e-10
0.25	0.3375	5.87194e-10
0.25	0.3375	5.87194e-10
0.25	0.3375	5.87194e-10
0.25	0.3375	5.87194e-10
0.25	0.3375	5.87194e-10
0.25	0.3375	5.87194e-10
0.25	0.3375	5.87194e-10
0.25	0.50625	6.06486e-10
0.25	0.50625	6.06486e-10
0.25	0.50625	6.06486e-10
0.25	0.50625	6.06486e-10
0.25	0.50625	6.06486e-10
0.25	0.50625	6.06486e-10
0.25	0.50625	6.06486e-10
0.25	0.50625	6.06486e-10
0.25	0.50625	6.06486e-10
0.25	0.50625	6.06486e-10
0.25	0.759375	6.39376e-10
0.25	0.759375	6.39376e-10
0.25	0.759375	6.39376e-10
0.25	0.759375	6.39376e-10
0.25	0.759375	6.39376e-10
0.25	0.759375	6.39376e-10
0.25	0.759375	6.39376e-10
0.25	0.759375	6.39376e-10
0.25	0.759375	6.39376e-10
0.25	0.759375	6.39376e-10
0.25	1.13906	6.63011e-10
0.25	1.13906	6.63011e-10
0.25	1.13906	6.63011e-10
0.25	1.13906	6.63011e-10
0.25	1.13906	6.63011e-10
0.25	1.13906	6.63011e-10
0.25	1.13906	6.63011e-10
0.25	1.13906	6.63011e-10
0.25	1.13906	6.63011e-10
0.25	1.13906	6.63011e-10
0.25	1.70859	7.15518e-10
0.25	1.70859	7.15518e-10
0.25	1.70859	7.15518e-10
