#m [GeV],  tau [ps], casb, BRexp(B+->K+mumu)
0.275	0.1	3.63679e-10
0.275	0.1	3.63679e-10
0.275	0.1	3.63679e-10
0.275	0.1	3.63679e-10
0.275	0.1	3.63679e-10
0.275	0.1	3.63679e-10
0.275	0.1	3.63679e-10
0.275	0.1	3.63679e-10
0.275	0.15	3.55689e-10
0.275	0.15	3.55689e-10
0.275	0.15	3.55689e-10
0.275	0.15	3.55689e-10
0.275	0.15	3.55689e-10
0.275	0.15	3.55689e-10
0.275	0.15	3.55689e-10
0.275	0.15	3.55689e-10
0.275	0.15	3.55689e-10
0.275	0.15	3.55689e-10
0.275	0.225	3.38607e-10
0.275	0.225	3.38607e-10
0.275	0.225	3.38607e-10
0.275	0.225	3.38607e-10
0.275	0.225	3.38607e-10
0.275	0.225	3.38607e-10
0.275	0.225	3.38607e-10
0.275	0.225	3.38607e-10
0.275	0.225	3.38607e-10
0.275	0.225	3.38607e-10
0.275	0.3375	3.23827e-10
0.275	0.3375	3.23827e-10
0.275	0.3375	3.23827e-10
0.275	0.3375	3.23827e-10
0.275	0.3375	3.23827e-10
0.275	0.3375	3.23827e-10
0.275	0.3375	3.23827e-10
0.275	0.3375	3.23827e-10
0.275	0.3375	3.23827e-10
0.275	0.3375	3.23827e-10
0.275	0.50625	3.04441e-10
0.275	0.50625	3.04441e-10
0.275	0.50625	3.04441e-10
0.275	0.50625	3.04441e-10
0.275	0.50625	3.04441e-10
0.275	0.50625	3.04441e-10
0.275	0.50625	3.04441e-10
0.275	0.50625	3.04441e-10
0.275	0.50625	3.04441e-10
0.275	0.50625	3.04441e-10
0.275	0.759375	3.24339e-10
0.275	0.759375	3.24339e-10
0.275	0.759375	3.24339e-10
0.275	0.759375	3.24339e-10
0.275	0.759375	3.24339e-10
0.275	0.759375	3.24339e-10
0.275	0.759375	3.24339e-10
0.275	0.759375	3.24339e-10
0.275	0.759375	3.24339e-10
0.275	0.759375	3.24339e-10
0.275	1.13906	3.5629e-10
0.275	1.13906	3.5629e-10
0.275	1.13906	3.5629e-10
0.275	1.13906	3.5629e-10
0.275	1.13906	3.5629e-10
0.275	1.13906	3.5629e-10
0.275	1.13906	3.5629e-10
0.275	1.13906	3.5629e-10
0.275	1.13906	3.5629e-10
0.275	1.13906	3.5629e-10
0.275	1.70859	3.70939e-10
0.275	1.70859	3.70939e-10
0.275	1.70859	3.70939e-10
0.275	1.70859	3.70939e-10
0.275	1.70859	3.70939e-10
0.275	1.70859	3.70939e-10
0.275	1.70859	3.70939e-10
0.275	1.70859	3.70939e-10
0.275	1.70859	3.70939e-10
0.275	1.70859	3.70939e-10
0.275	2.56289	4.38846e-10
0.275	2.56289	4.38846e-10
0.275	2.56289	4.38846e-10
0.275	2.56289	4.38846e-10
0.275	2.56289	4.38846e-10
0.275	2.56289	4.38846e-10
0.275	2.56289	4.38846e-10
0.275	2.56289	4.38846e-10
0.275	2.56289	4.38846e-10
0.275	2.56289	4.38846e-10
0.275	3.84434	4.71948e-10
0.275	3.84434	4.71948e-10
