# m [GeV], tau [ps], csb, BR_theo(B->K mu mu)
0.25	0.10000000000000002	2.2809721642611276e-11	1.e-10
0.25	0.10000000000000002	3.225781770093598e-11	2.e-10
0.25	0.10000000000000002	4.561944328522255e-11	4.e-10
0.25	0.10000000000000002	6.451563540187196e-11	8.e-10
0.25	0.10000000000000002	9.12388865704451e-11	1.6e-9
0.25	0.10000000000000002	1.290312708037439e-10	3.2e-9
0.25	0.10000000000000002	1.824777731408902e-10	6.4e-9
0.25	0.10000000000000002	2.580625416074878e-10	1.28e-8
0.25	0.10000000000000002	3.649555462817804e-10	2.56e-8
0.25	0.10000000000000002	5.161250832149757e-10	5.12e-8
0.25	0.15000000000000002	2.2809721642611276e-11	1.e-10
0.25	0.15000000000000002	3.225781770093598e-11	2.e-10
0.25	0.15000000000000002	4.561944328522255e-11	4.e-10
0.25	0.15000000000000002	6.451563540187196e-11	8.e-10
0.25	0.15000000000000002	9.12388865704451e-11	1.6e-9
0.25	0.15000000000000002	1.290312708037439e-10	3.2e-9
0.25	0.15000000000000002	1.824777731408902e-10	6.4e-9
0.25	0.15000000000000002	2.580625416074878e-10	1.28e-8
0.25	0.15000000000000002	3.649555462817804e-10	2.56e-8
0.25	0.15000000000000002	5.161250832149757e-10	5.12e-8
0.25	0.22500000000000006	2.2809721642611276e-11	1.e-10
0.25	0.22500000000000006	3.225781770093598e-11	2.e-10
0.25	0.22500000000000006	4.561944328522255e-11	4.e-10
0.25	0.22500000000000006	6.451563540187196e-11	8.e-10
0.25	0.22500000000000006	9.12388865704451e-11	1.6e-9
0.25	0.22500000000000006	1.290312708037439e-10	3.2e-9
0.25	0.22500000000000006	1.824777731408902e-10	6.4e-9
0.25	0.22500000000000006	2.580625416074878e-10	1.28e-8
0.25	0.22500000000000006	3.649555462817804e-10	2.56e-8
0.25	0.22500000000000006	5.161250832149757e-10	5.12e-8
0.25	0.3375000000000001	2.2809721642611276e-11	1.e-10
0.25	0.3375000000000001	3.225781770093598e-11	2.e-10
0.25	0.3375000000000001	4.561944328522255e-11	4.e-10
0.25	0.3375000000000001	6.451563540187196e-11	8.e-10
0.25	0.3375000000000001	9.12388865704451e-11	1.6e-9
0.25	0.3375000000000001	1.290312708037439e-10	3.2e-9
0.25	0.3375000000000001	1.824777731408902e-10	6.4e-9
0.25	0.3375000000000001	2.580625416074878e-10	1.28e-8
0.25	0.3375000000000001	3.649555462817804e-10	2.56e-8
0.25	0.3375000000000001	5.161250832149757e-10	5.12e-8
0.25	0.5062500000000001	2.2809721642611276e-11	1.e-10
0.25	0.5062500000000001	3.225781770093598e-11	2.e-10
0.25	0.5062500000000001	4.561944328522255e-11	4.e-10
0.25	0.5062500000000001	6.451563540187196e-11	8.e-10
0.25	0.5062500000000001	9.12388865704451e-11	1.6e-9
0.25	0.5062500000000001	1.290312708037439e-10	3.2e-9
0.25	0.5062500000000001	1.824777731408902e-10	6.4e-9
0.25	0.5062500000000001	2.580625416074878e-10	1.28e-8
0.25	0.5062500000000001	3.649555462817804e-10	2.56e-8
0.25	0.5062500000000001	5.161250832149757e-10	5.12e-8
0.25	0.7593750000000004	2.2809721642611276e-11	1.e-10
0.25	0.7593750000000004	3.225781770093598e-11	2.e-10
0.25	0.7593750000000004	4.561944328522255e-11	4.e-10
0.25	0.7593750000000004	6.451563540187196e-11	8.e-10
0.25	0.7593750000000004	9.12388865704451e-11	1.6e-9
0.25	0.7593750000000004	1.290312708037439e-10	3.2e-9
0.25	0.7593750000000004	1.824777731408902e-10	6.4e-9
0.25	0.7593750000000004	2.580625416074878e-10	1.28e-8
0.25	0.7593750000000004	3.649555462817804e-10	2.56e-8
0.25	0.7593750000000004	5.161250832149757e-10	5.12e-8
0.25	1.1390625000000003	2.2809721642611276e-11	1.e-10
0.25	1.1390625000000003	3.225781770093598e-11	2.e-10
0.25	1.1390625000000003	4.561944328522255e-11	4.e-10
0.25	1.1390625000000003	6.451563540187196e-11	8.e-10
0.25	1.1390625000000003	9.12388865704451e-11	1.6e-9
0.25	1.1390625000000003	1.290312708037439e-10	3.2e-9
0.25	1.1390625000000003	1.824777731408902e-10	6.4e-9
0.25	1.1390625000000003	2.580625416074878e-10	1.28e-8
0.25	1.1390625000000003	3.649555462817804e-10	2.56e-8
0.25	1.1390625000000003	5.161250832149757e-10	5.12e-8
0.25	1.7085937500000001	2.2809721642611276e-11	1.e-10
0.25	1.7085937500000001	3.225781770093598e-11	2.e-10
0.25	1.7085937500000001	4.561944328522255e-11	4.e-10
0.25	1.7085937500000001	6.451563540187196e-11	8.e-10
0.25	1.7085937500000001	9.12388865704451e-11	1.6e-9
0.25	1.7085937500000001	1.290312708037439e-10	3.2e-9
0.25	1.7085937500000001	1.824777731408902e-10	6.4e-9
0.25	1.7085937500000001	2.580625416074878e-10	1.28e-8
0.25	1.7085937500000001	3.649555462817804e-10	2.56e-8
0.25	1.7085937500000001	5.161250832149757e-10	5.12e-8
0.25	2.5628906250000005	2.2809721642611276e-11	1.e-10
0.25	2.5628906250000005	3.225781770093598e-11	2.e-10
0.25	2.5628906250000005	4.561944328522255e-11	4.e-10
0.25	2.5628906250000005	6.451563540187196e-11	8.e-10
0.25	2.5628906250000005	9.12388865704451e-11	1.6e-9
0.25	2.5628906250000005	1.290312708037439e-10	3.2e-9
0.25	2.5628906250000005	1.824777731408902e-10	6.4e-9
0.25	2.5628906250000005	2.580625416074878e-10	1.28e-8
0.25	2.5628906250000005	3.649555462817804e-10	2.56e-8
0.25	2.5628906250000005	5.161250832149757e-10	5.12e-8
0.25	3.8443359375000017	2.2809721642611276e-11	1.e-10
0.25	3.8443359375000017	3.225781770093598e-11	2.e-10
0.25	3.8443359375000017	4.561944328522255e-11	4.e-10
0.25	3.8443359375000017	6.451563540187196e-11	8.e-10
0.25	3.8443359375000017	9.12388865704451e-11	1.6e-9
0.25	3.8443359375000017	1.290312708037439e-10	3.2e-9
0.25	3.8443359375000017	1.824777731408902e-10	6.4e-9
0.25	3.8443359375000017	2.580625416074878e-10	1.28e-8
0.25	3.8443359375000017	3.649555462817804e-10	2.56e-8
0.25	3.8443359375000017	5.161250832149757e-10	5.12e-8
0.25	5.766503906250004	2.2809721642611276e-11	1.e-10
0.25	5.766503906250004	3.225781770093598e-11	2.e-10
0.25	5.766503906250004	4.561944328522255e-11	4.e-10
0.25	5.766503906250004	6.451563540187196e-11	8.e-10
0.25	5.766503906250004	9.12388865704451e-11	1.6e-9
0.25	5.766503906250004	1.290312708037439e-10	3.2e-9
0.25	5.766503906250004	1.824777731408902e-10	6.4e-9
0.25	5.766503906250004	2.580625416074878e-10	1.28e-8
0.25	5.766503906250004	3.649555462817804e-10	2.56e-8
0.25	5.766503906250004	5.161250832149757e-10	5.12e-8
0.25	8.649755859375	2.2809721642611276e-11	1.e-10
0.25	8.649755859375	3.225781770093598e-11	2.e-10
0.25	8.649755859375	4.561944328522255e-11	4.e-10
0.25	8.649755859375	6.451563540187196e-11	8.e-10
0.25	8.649755859375	9.12388865704451e-11	1.6e-9
0.25	8.649755859375	1.290312708037439e-10	3.2e-9
0.25	8.649755859375	1.824777731408902e-10	6.4e-9
0.25	8.649755859375	2.580625416074878e-10	1.28e-8
0.25	8.649755859375	3.649555462817804e-10	2.56e-8
0.25	8.649755859375	5.161250832149757e-10	5.12e-8
0.25	12.974633789062503	2.2809721642611276e-11	1.e-10
