#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(B+->K+  a)*BR_theo(a->  mu  mu) ,        BR_BaBar(B+->K+  a)*BR_BaBar(a->  mu  mu) ,  Allowed/excluded  (1/0) 

0.6230769230769231,34.02693197689951,0.003888155180308085,6.650991245490294e-06,1000000.0,1
0.6230769230769231,21.216548550216757,0.0049238826317067365,1.0671214168388365e-05,1000000.0,1
0.6230769230769231,13.229052611922375,0.006235507341273912,1.7120660960263225e-05,1000000.0,1
0.6230769230769231,8.24868996849322,0.007896522868499725,2.7466594956464823e-05,1000000.0,1
0.6230769230769231,5.143318683750948,0.01,4.406226921832718e-05,1000000.0,1
0.676923076923077,469030597.5456646,1e-06,4.3885054057116273e-13,1000000.0,1
0.676923076923077,292464373.4240601,1.2663801734674021e-06,7.037928377164227e-13,1000000.0,1
0.676923076923077,182366374.75093848,1.6037187437513308e-06,1.128685765812756e-12,1000000.0,1
0.676923076923077,113714686.85236704,2.030917620904735e-06,1.8100945190781651e-12,1000000.0,1
0.676923076923077,70906876.46413942,2.571913809059347e-06,2.902882509845622e-12,1000000.0,1
0.676923076923077,44214034.87018772,3.257020655659783e-06,4.655407096145919e-12,1000000.0,1
0.676923076923077,27569693.898348752,4.124626382901348e-06,7.465963630635903e-12,1000000.0,1
0.676923076923077,17191102.86630955,5.223345074266844e-06,1.1973305842144397e-11,1000000.0,1
0.676923076923077,10719524.809092483,6.6147406412301455e-06,1.920181507415165e-11,1000000.0,1
0.676923076923077,6684167.560570364,8.376776400682924e-06,3.0794310928706465e-11,1000000.0,1
0.676923076923077,4167917.5858026654,1.0608183551394482e-05,4.938541409889065e-11,1000000.0,1
0.676923076923077,2598908.0667932406,1.3433993325988988e-05,7.920031544330965e-11,1000000.0,1
0.676923076923077,1620551.029347902,1.7012542798525893e-05,1.2701503344400782e-10,1000000.0,1
0.676923076923077,1010495.7803614085,2.1544346900318823e-05,2.0369639782491387e-10,1000000.0,1
0.676923076923077,630095.381890224,2.7283333764867696e-05,3.266717522154839e-10,3.779099935359842e-08,1
0.676923076923077,392896.43395930255,3.455107294592218e-05,5.238896686930652e-10,2.284196039118181e-08,1
0.676923076923077,244990.855495142,4.37547937507418e-05,8.401718386768939e-10,1.537631265358153e-08,1
0.676923076923077,152764.222899654,5.541020330009492e-05,1.3473997794194555e-09,9.889219021522717e-09,1
0.676923076923077,95256.23757411215,7.017038286703822e-05,2.160851643313277e-09,6.938695414008282e-09,1
0.676923076923077,59397.089842910405,8.886238162743407e-05,3.4654025184018466e-09,4.9624435024263225e-09,1
0.676923076923077,37037.090201140134,0.00011253355826007646,5.557544481569621e-09,3.815692763255082e-09,0
0.676923076923077,23094.493735745185,0.00014251026703029977,8.912781747610716e-09,3.251399729216866e-09,0
0.676923076923077,14400.57473779745,0.00018047217668271703,1.429373411019502e-08,3.1880840323765693e-09,0
0.676923076923077,8979.47218624448,0.00022854638641349906,2.2923562572623366e-08,3.937915348789155e-09,0
0.676923076923077,5599.136897244344,0.0002894266124716752,3.6764245485763654e-08,6.249426823298191e-09,0
0.676923076923077,3491.324240443581,0.0003665241237079626,5.896320307405655e-08,1.8354034655187232e-08,0
0.676923076923077,2176.9952428706815,0.00046415888336127773,9.45702640218764e-08,6.914586586650245e-08,0
0.676923076923077,1357.445111709156,0.0005878016072274912,1.5168870922537477e-07,1.3235050108659797e-06,1
0.676923076923077,846.4161901570122,0.0007443803013251688,2.433230236819982e-07,128205.12820683229,1
0.676923076923077,527.7669479196737,0.0009426684551178855,3.903443370486399e-07,128205.12823029587,1
0.676923076923077,329.0766234454046,0.0011937766417144358,6.262482414395732e-07,1000000.0,1
0.676923076923077,205.1866117779092,0.0015117750706156615,1.004786535457668e-06,1000000.0,1
0.676923076923077,127.93784590151198,0.0019144819761699576,1.6122072117113118e-06,1000000.0,1
0.676923076923077,79.77156950313511,0.0024244620170823282,2.5868842807322438e-06,1000000.0,1
0.676923076923077,49.73903759040944,0.00307029062975785,4.1507988901620596e-06,1000000.0,1
0.676923076923077,31.01327611602886,0.003888155180308085,6.660027343545882e-06,1000000.0,1
0.676923076923077,19.337467130565507,0.0049238826317067365,1.0685712182292052e-05,1000000.0,1
0.676923076923077,12.057398003726176,0.006235507341273912,1.714392126004121e-05,1000000.0,1
0.676923076923077,7.518130051001918,0.007896522868499725,2.7503911352662672e-05,1000000.0,1
0.676923076923077,4.6877915057298045,0.01,4.412213267778748e-05,1000000.0,1
0.7307692307692307,431170205.37917966,1e-06,4.3949656953472423e-13,1000000.0,1
0.7307692307692307,268856498.09460014,1.2663801734674021e-06,7.048288864744359e-13,1000000.0,1
0.7307692307692307,167645666.7583679,1.6037187437513308e-06,1.1303472966257893e-12,1000000.0,1
0.7307692307692307,104535578.577026,2.030917620904735e-06,1.8127591471872892e-12,1000000.0,1
0.7307692307692307,65183236.76071607,2.571913809059347e-06,2.907155823891764e-12,1000000.0,1
0.7307692307692307,40645055.131536685,3.257020655659783e-06,4.6622602899858415e-12,1000000.0,1
0.7307692307692307,25344253.962525103,4.124626382901348e-06,7.476954226067399e-12,1000000.0,1
0.7307692307692307,15803428.160866862,5.223345074266844e-06,1.1990931666083443e-11,1000000.0,1
0.7307692307692307,9854239.228078732,6.6147406412301455e-06,1.923008193848057e-11,1000000.0,1
0.7307692307692307,6144618.10159296,8.376776400682924e-06,3.08396430291235e-11,1000000.0,1
0.7307692307692307,3831481.12485166,1.0608183551394482e-05,4.945811403870342e-11,1000000.0,1
0.7307692307692307,2389122.8648720067,1.3433993325988988e-05,7.931690570120348e-11,1000000.0,1
0.7307692307692307,1489739.3129739824,1.7012542798525893e-05,1.2720201143043596e-10,1000000.0,1
0.7307692307692307,928928.0388810515,2.1544346900318823e-05,2.0399625793813823e-10,782051.282051287,1
0.7307692307692307,579233.7571147672,2.7283333764867696e-05,3.27152643530499e-10,3.276416896604248e-08,1
0.7307692307692307,361181.63081368327,3.455107294592218e-05,5.246608831920931e-10,2.0132949628422786e-08,1
0.7307692307692307,225215.0670610739,4.37547937507418e-05,8.414086500563017e-10,1.3249901033067828e-08,1
0.7307692307692307,140433.01589915055,5.541020330009492e-05,1.349383277679756e-09,8.831947270931997e-09,1
0.7307692307692307,87567.10486157027,7.017038286703822e-05,2.1640326186580158e-09,6.199360370424038e-09,1
0.7307692307692307,54602.52606248203,8.886238162743407e-05,3.4705039144262114e-09,4.511850738914189e-09,1
0.7307692307692307,34047.43714449008,0.00011253355826007646,5.565725705894633e-09,3.5752324816541025e-09,0
0.7307692307692307,21230.294269491045,0.00014251026703029977,8.925902194482378e-09,3.173065462726592e-09,0
0.7307692307692307,13238.152904957582,0.00018047217668271703,1.4314775821482472e-08,3.2766894278241646e-09,0
0.7307692307692307,8254.644552317057,0.00022854638641349906,2.2957308197657227e-08,4.3709156648527975e-09,0
0.7307692307692307,5147.171674402063,0.0002894266124716752,3.681836588996188e-08,7.79945444117359e-09,0
0.7307692307692307,3209.5027443408517,0.0003665241237079626,5.905000242140226e-08,3.0478279521312015e-08,0
0.7307692307692307,2001.267062555178,0.00046415888336127773,9.470948030116177e-08,1.52369000635454e-07,1
0.7307692307692307,1247.8714414278147,0.0005878016072274912,1.5191200922466757e-07,4.813327228998231e-06,1
0.7307692307692307,778.0930384427795,0.0007443803013251688,2.4368121803504466e-07,217948.71795070288,1
0.7307692307692307,485.16532763833936,0.0009426684551178855,3.909189607025075e-07,217948.71799427518,1
0.7307692307692307,302.5133887583876,0.0011937766417144358,6.271701381017384e-07,1000000.0,1
0.7307692307692307,188.6238427790495,0.0015117750706156615,1.0062656767283713e-06,1000000.0,1
0.7307692307692307,117.61063713137936,0.0019144819761699576,1.6145805346941972e-06,1000000.0,1
0.7307692307692307,73.3323673903185,0.0024244620170823282,2.590692422697418e-06,1000000.0,1
0.7307692307692307,45.72407691982668,0.00307029062975785,4.156909266546892e-06,1000000.0,1
0.7307692307692307,28.509868546201844,0.003888155180308085,6.669831549340763e-06,1000000.0,1
0.7307692307692307,17.77653686377093,0.0049238826317067365,1.0701442590914013e-05,1000000.0,1
0.7307692307692307,11.084118655704048,0.006235507341273912,1.7169158787687637e-05,1000000.0,1
0.7307692307692307,6.911262741457825,0.007896522868499725,2.7544399807429438e-05,1000000.0,1
0.7307692307692307,4.309390574883379,0.01,4.418708479669424e-05,1000000.0,1
0.7846153846153846,399164814.5354865,1e-06,4.4019348981797804e-13,1000000.0,1
0.7846153846153846,248899513.13823688,1.2663801734674021e-06,7.059465505957447e-13,1000000.0,1
0.7846153846153846,155201474.1381137,1.6037187437513308e-06,1.1321397155267465e-12,1000000.0,1
0.7846153846153846,96775993.13329852,2.030917620904735e-06,1.8156336829764244e-12,1000000.0,1
0.7846153846153846,60344741.56100953,2.571913809059347e-06,2.911765770818989e-12,1000000.0,1
0.7846153846153846,37628007.897940814,3.257020655659783e-06,4.669653348287407e-12,1000000.0,1
0.7846153846153846,23462971.945371296,4.124626382901348e-06,7.48881061225636e-12,1000000.0,1
0.7846153846153846,14630353.378220664,5.223345074266844e-06,1.2009945974891616e-11,1000000.0,1
0.7846153846153846,9122767.586422784,6.6147406412301455e-06,1.926057554202771e-11,1000000.0,1
0.7846153846153846,5688508.422693199,8.376776400682924e-06,3.088854619298315e-11,1000000.0,1
0.7846153846153846,3547073.5999782863,1.0608183551394482e-05,4.9536540959947874e-11,1000000.0,1
0.7846153846153846,2211780.344192698,1.3433993325988988e-05,7.944268042670211e-11,1000000.0,1
0.7846153846153846,1379157.2542602015,1.7012542798525893e-05,1.274037187200682e-10,1000000.0,1
0.7846153846153846,859974.5152398855,2.1544346900318823e-05,2.0431973971191722e-10,692307.6923076988,1
0.7846153846153846,536237.7370861066,2.7283333764867696e-05,3.2767141734774187e-10,2.8151036039825947e-08,1
0.7846153846153846,334371.4312324905,3.455107294592218e-05,5.254928505765787e-10,1.7790822673134012e-08,1
0.7846153846153846,208497.54772607476,4.37547937507418e-05,8.427428919951281e-10,1.1491071574857807e-08,1
0.7846153846153846,130008.7947793741,5.541020330009492e-05,1.351523027207108e-09,7.915684232269801e-09,1
0.7846153846153846,81067.0745229778,7.017038286703822e-05,2.1674641772465965e-09,5.572526680835739e-09,1
0.7846153846153846,50549.427852564164,8.886238162743407e-05,3.4760071759874404e-09,4.132717752965717e-09,1
0.7846153846153846,31520.12537911319,0.00011253355826007646,5.57455141108211e-09,3.3822139297198294e-09,0
0.7846153846153846,19654.387916895965,0.00014251026703029977,8.940056212443282e-09,3.153606428154878e-09,0
0.7846153846153846,12255.496282694003,0.00018047217668271703,1.4337475106233546e-08,3.5049734117452616e-09,0
0.7846153846153846,7641.909438151071,0.00022854638641349906,2.299371215462831e-08,4.9012157020007775e-09,0
0.7846153846153846,4765.101580165465,0.0002894266124716752,3.687674966167828e-08,1.0383670009380489e-08,0
0.7846153846153846,2971.264136323942,0.0003665241237079626,5.914363943997429e-08,4.8270249018506755e-08,0
0.7846153846153846,1852.7147425972662,0.00046415888336127773,9.48596634278935e-08,3.613857998639245e-07,1
0.7846153846153846,1155.24302581015,0.0005878016072274912,1.5215289981936287e-07,9.638657867654925e-06,1
0.7846153846153846,720.3358667201235,0.0007443803013251688,2.4406762937314116e-07,307692.30769461865,1
0.7846153846153846,449.1519261020054,0.0009426684551178855,3.9153885070321944e-07,1000000.0,1
0.7846153846153846,280.0580823658149,0.0011937766417144358,6.281646577802075e-07,1000000.0,1
0.7846153846153846,174.62245866051632,0.0015117750706156615,1.007861338355281e-06,1000000.0,1
0.7846153846153846,108.88050168441922,0.0019144819761699576,1.6171408178551597e-06,1000000.0,1
0.7846153846153846,67.88896948722639,0.0024244620170823282,2.5948005537955625e-06,1000000.0,1
0.7846153846153846,42.33001844913627,0.00307029062975785,4.1635009923804925e-06,1000000.0,1
0.7846153846153846,26.393605808466283,0.003888155180308085,6.680408088956088e-06,1000000.0,1
0.7846153846153846,16.457000006487007,0.0049238826317067365,1.0718412174833584e-05,1000000.0,1
0.7846153846153846,10.261354180857278,0.006235507341273912,1.719638442184852e-05,1000000.0,1
0.7846153846153846,6.398245729495642,0.007896522868499725,2.758807777337274e-05,1000000.0,1
0.7846153846153846,3.9895082683074174,0.01,4.425715357281322e-05,1000000.0,1
0.8384615384615385,371719199.0704858,1e-06,4.4094159527817837e-13,1000000.0,1
0.8384615384615385,231785779.46667692,1.2663801734674021e-06,7.071463013447364e-13,1000000.0,1
0.8384615384615385,144530192.9437709,1.6037187437513308e-06,1.1340637782911593e-12,1000000.0,1
0.8384615384615385,90121907.91070463,2.030917620904735e-06,1.818719338496957e-12,1000000.0,1
0.8384615384615385,56195581.83573265,2.571913809059347e-06,2.9167142944168246e-12,1000000.0,1
0.8384615384615385,35040796.30544955,3.257020655659783e-06,4.677589388342318e-12,1000000.0,1
0.8384615384615385,21849714.257746503,4.124626382901348e-06,7.50153778846194e-12,1000000.0,1
0.8384615384615385,13624405.362980574,5.223345074266844e-06,1.2030356785974507e-11,1000000.0,1
0.8384615384615385,8495507.96323973,6.6147406412301455e-06,1.9293308742456737e-11,1000000.0,1
0.8384615384615385,5297380.224381758,8.376776400682924e-06,3.0941041040361805e-11,1000000.0,1
0.8384615384615385,3303185.3249952323,1.0608183551394482e-05,4.962072793142728e-11,1000000.0,1
0.8384615384615385,2059703.6314936301,1.3433993325988988e-05,7.95776926528659e-11,1000000.0,1
0.8384615384615385,1284329.7086255222,1.7012542798525893e-05,1.276202403630197e-10,1000000.0,1
0.8384615384615385,800844.7297592408,2.1544346900318823e-05,2.0466697954271984e-10,3.8875134783173034e-08,1
0.8384615384615385,499367.31616249785,2.7283333764867696e-05,3.2822829240880076e-10,2.4253785026198776e-08,1
0.8384615384615385,311380.8534314441,3.455107294592218e-05,5.263859216465453e-10,1.5735656127693726e-08,1
0.8384615384615385,194161.7563140168,4.37547937507418e-05,8.441751270780513e-10,1.0019604875705561e-08,1
0.8384615384615385,121069.70180681186,5.541020330009492e-05,1.3538199302294095e-09,7.083658417291816e-09,1
0.8384615384615385,75493.09687482168,7.017038286703822e-05,2.1711477659997232e-09,5.035081941151906e-09,1
0.8384615384615385,47073.77040929514,8.886238162743407e-05,3.4819146235422317e-09,3.809469876461341e-09,1
0.8384615384615385,29352.87714238053,0.00011253355826007646,5.584025318501011e-09,3.22634406081327e-09,0
0.8384615384615385,18302.999334500684,0.00014251026703029977,8.95524976955175e-09,3.163860240340741e-09,0
0.8384615384615385,11412.83774684272,0.00018047217668271703,1.436184153562843e-08,3.770057590761785e-09,0
0.8384615384615385,7116.470070572792,0.00022854638641349906,2.303278979330821e-08,5.764456019454005e-09,0
0.8384615384615385,4437.46462247962,0.0002894266124716752,3.693942141850006e-08,1.3424156671278379e-08,0
0.8384615384615385,2766.96713977248,0.0003665241237079626,5.9244153611935317e-08,7.680927968349299e-08,1
0.8384615384615385,1725.3265201559525,0.00046415888336127773,9.50208767269743e-08,8.628151609024782e-07,1
0.8384615384615385,1075.811286118498,0.0005878016072274912,1.5241148258129187e-07,1.7076188396080973e-05,1
0.8384615384615385,670.8073003834177,0.0007443803013251688,2.444824206271559e-07,397435.897439001,1
0.8384615384615385,418.2693171938353,0.0009426684551178855,3.92204268428298e-07,1000000.0,1
0.8384615384615385,260.80196061275166,0.0011937766417144358,6.292322198157689e-07,1000000.0,1
0.8384615384615385,162.61583749253262,0.0015117750706156615,1.009574193151849e-06,1000000.0,1
0.8384615384615385,101.39413975972678,0.0019144819761699576,1.6198891407423523e-06,1000000.0,1
0.8384615384615385,63.22108695433839,0.0024244620170823282,2.599210406228425e-06,1000000.0,1
0.8384615384615385,39.41950804414518,0.00307029062975785,4.17057684707834e-06,1000000.0,1
0.8384615384615385,24.578844876880257,0.003888155180308085,6.6917614220142675e-06,1000000.0,1
0.8384615384615385,15.32545622809606,0.0049238826317067365,1.0736628089317393e-05,1000000.0,1
0.8384615384615385,9.55580812753074,0.006235507341273912,1.7225609642282513e-05,1000000.0,1
0.8384615384615385,5.958317731993943,0.007896522868499725,2.7634963667423894e-05,1000000.0,1
0.8384615384615385,3.7151992703495837,0.01,4.433236855083797e-05,1000000.0,1
0.8923076923076922,347901219.6756112,1e-06,4.4174119669139345e-13,1000000.0,1
0.8923076923076922,216934060.92976227,1.2663801734674021e-06,7.084286371188164e-13,1000000.0,1
0.8923076923076922,135269392.9472144,1.6037187437513308e-06,1.136120284208288e-12,1000000.0,1
0.8923076923076922,84347329.27443446,2.030917620904735e-06,1.8220173955840584e-12,1000000.0,1
0.8923076923076922,52594839.08799902,2.571913809059347e-06,2.92200345038836e-12,1000000.0,1
0.8923076923076922,32795550.521884657,3.257020655659783e-06,4.686071706920153e-12,1000000.0,1
0.8923076923076922,20449689.601295672,4.124626382901348e-06,7.515141041775304e-12,1000000.0,1
0.8923076923076922,12751418.960840795,5.223345074266844e-06,1.205217257833937e-11,1000000.0,1
0.8923076923076922,7951156.65148787,6.6147406412301455e-06,1.9328295137710557e-11,1000000.0,1
0.8923076923076922,4957949.564500375,8.376776400682924e-06,3.099714937853547e-11,1000000.0,1
0.8923076923076922,3091533.0880248095,1.0608183551394482e-05,4.97107099258793e-11,1000000.0,1
0.8923076923076922,1927727.7239347217,1.3433993325988988e-05,7.97219984661306e-11,1000000.0,1
0.8923076923076922,1202036.0347644594,1.7012542798525893e-05,1.2785166630616081e-10,1000000.0,1
0.8923076923076922,749530.4491960333,2.1544346900318823e-05,2.0503812168003376e-10,3.3741434008102125e-08,1
0.8923076923076922,467370.2590384433,2.7283333764867696e-05,3.288235000492972e-10,2.0939771261904302e-08,1
0.8923076923076922,291429.0651744283,3.455107294592218e-05,5.27340467399306e-10,1.3909118075766757e-08,1
0.8923076923076922,181720.80431945805,4.37547937507418e-05,8.457059502805276e-10,8.88093702724595e-09,1
0.8923076923076922,113312.13730619337,5.541020330009492e-05,1.3562749409202721e-09,6.331707076069569e-09,1
0.8923076923076922,70655.8621281607,7.017038286703822e-05,2.1750849151444667e-09,4.5719120984747e-09,1
0.8923076923076922,44057.50948876812,8.886238162743407e-05,3.488228711147413e-09,3.5399962256155355e-09,1
0.8923076923076922,27472.085876785037,0.00011253355826007646,5.5941513637778336e-09,3.1001707011462038e-09,0
0.8923076923076922,17130.23112129424,0.00014251026703029977,8.97148917747654e-09,3.197945194943803e-09,0
0.8923076923076922,10681.55796670602,0.00018047217668271703,1.438788523190692e-08,4.052753068009922e-09,0
0.8923076923076922,6660.480878230906,0.00022854638641349906,2.3074557347229134e-08,6.8913190701325755e-09,0
0.8923076923076922,4153.133221133823,0.0002894266124716752,3.700640719536569e-08,1.6690726037692317e-08,0
0.8923076923076922,2589.6731869682444,0.0003665241237079626,5.935158669261686e-08,1.1289116633246718e-07,1
0.8923076923076922,1614.7758910530151,0.00046415888336127773,9.519318716919373e-08,1.3058289736730967e-06,1
0.8923076923076922,1006.8784709608169,0.0005878016072274912,1.526878649301691e-07,2.752636475467498e-05,1
0.8923076923076922,627.8251937346629,0.0007443803013251688,2.4492576410841556e-07,487179.48718369275,1
0.8923076923076922,391.4686304985895,0.0009426684551178855,3.929154903033985e-07,1000000.0,1
0.8923076923076922,244.09102510849266,0.0011937766417144358,6.30373267691229e-07,1000000.0,1
0.8923076923076922,152.19619669710866,0.0015117750706156615,1.0114049526654908e-06,1000000.0,1
0.8923076923076922,94.89729098349633,0.0019144819761699576,1.6228266450522083e-06,1000000.0,1
0.8923076923076922,59.17018383278702,0.0024244620170823282,2.6039238119160838e-06,1000000.0,1
0.8923076923076922,36.89369562500014,0.00307029062975785,4.1781397700557355e-06,1000000.0,1
0.8923076923076922,23.003950766765808,0.003888155180308085,6.703896264854368e-06,1000000.0,1
0.8923076923076922,14.343474745421375,0.0049238826317067365,1.0756097901513814e-05,1000000.0,1
0.8923076923076922,8.943517934075263,0.006235507341273912,1.7256846589550008e-05,1000000.0,1
0.8923076923076922,5.576537411299003,0.007896522868499725,2.7685076966618083e-05,1000000.0,1
0.8923076923076922,3.477147185144075,0.01,4.4412760976070746e-05,1000000.0,1
0.9461538461538462,327021116.30260056,1e-06,4.425926223036353e-13,1000000.0,1
0.9461538461538462,203914257.1430326,1.2663801734674021e-06,7.097940843322673e-13,1000000.0,1
0.9461538461538462,127150884.73797111,1.6037187437513308e-06,1.1383100774985861e-12,1000000.0,1
0.9461538461538462,79285027.52070774,2.030917620904735e-06,1.825529208129891e-12,1000000.0,1
0.9461538461538462,49438237.11325402,2.571913809059347e-06,2.9276354099958355e-12,1000000.0,1
0.9461538461538462,30827249.04334951,3.257020655659783e-06,4.695103786114868e-12,1000000.0,1
0.9461538461538462,19222353.769535415,4.124626382901348e-06,7.529625956495807e-12,1000000.0,1
0.9461538461538462,11986112.802089415,5.223345074266844e-06,1.2075402307631753e-11,1000000.0,1
0.9461538461538462,7473949.434528969,6.6147406412301455e-06,1.9365549090125857e-11,1000000.0,1
0.9461538461538462,4660386.654196682,8.376776400682924e-06,3.105689424065286e-11,1000000.0,1
0.9461538461538462,2905987.5170171326,1.0608183551394482e-05,4.980652388199656e-11,1000000.0,1
0.9461538461538462,1812030.6470798494,1.3433993325988988e-05,7.987565710577084e-11,1000000.0,1
0.9461538461538462,1129893.0377168898,1.7012542798525893e-05,1.2809809155262902e-10,1000000.0,1
0.9461538461538462,704545.6305887214,2.1544346900318823e-05,2.0543331848217715e-10,2.9241935838095238e-08,1
0.9461538461538462,439319.94253989775,2.7283333764867696e-05,3.2945728460913795e-10,1.8099138602497103e-08,1
0.9461538461538462,273938.2699068735,3.455107294592218e-05,5.283568796873901e-10,1.2268261272051178e-08,1
0.9461538461538462,170814.4062829974,4.37547937507418e-05,8.473359900239205e-10,7.923153779721939e-09,1
0.9461538461538462,106511.44502201845,5.541020330009492e-05,1.3588890670911568e-09,5.671246098603376e-09,1
0.9461538461538462,66415.28571842733,7.017038286703822e-05,2.1792772409279735e-09,4.171234100980422e-09,1
0.9461538461538462,41413.29526824087,8.886238162743407e-05,3.4949520308119927e-09,3.304817192648125e-09,0
0.9461538461538462,25823.28454913534,0.00011253355826007646,5.604933703776097e-09,2.9981497153074387e-09,0
0.9461538461538462,16102.120334993593,0.00014251026703029977,8.98878110269006e-09,3.2514687229089496e-09,0
0.9461538461538462,10040.479344963365,0.00018047217668271703,1.4415616886319535e-08,4.349923933575296e-09,0
0.9461538461538462,6260.736579421652,0.00022854638641349906,2.3119031962473403e-08,8.087804852465178e-09,0
0.9461538461538462,3903.873241816936,0.0002894266124716752,3.707773449073809e-08,3.2443708887732274e-08,0
0.9461538461538462,2434.247909302908,0.0003665241237079626,5.946598278457666e-08,1.5971892563555965e-07,1
0.9461538461538462,1517.861349136234,0.00046415888336127773,9.537666549001824e-08,1.8016063428755523e-06,1
0.9461538461538462,946.4483109880834,0.0005878016072274912,1.5298216032415473e-07,3.9432195678062286e-05,1
0.9461538461538462,590.1448005352812,0.0007443803013251688,2.4539784181444575e-07,576923.0769284127,1
0.9461538461538462,367.9737278340261,0.0009426684551178855,3.9367280829291445e-07,1000000.0,1
0.9461538461538462,229.44133320877458,0.0011937766417144358,6.315882698187739e-07,1000000.0,1
0.9461538461538462,143.0617872456185,0.0015117750706156615,1.013354368441351e-06,1000000.0,1
0.9461538461538462,89.2018089635755,0.0019144819761699576,1.6259545366580508e-06,1000000.0,1
0.9461538461538462,55.61894743145992,0.0024244620170823282,2.6089427057534057e-06,1000000.0,1
0.9461538461538462,34.67943457581774,0.00307029062975785,4.186192865955249e-06,1000000.0,1
0.9461538461538462,21.623315112839542,0.003888155180308085,6.716817598923168e-06,1000000.0,1
0.9461538461538462,13.482617728766519,0.0049238826317067365,1.0776829603921196e-05,1000000.0,1
0.9461538461538462,8.406751897125247,0.006235507341273912,1.7290108086628724e-05,1000000.0,1
0.9461538461538462,5.241848546832952,0.007896522868499725,2.773843824278266e-05,1000000.0,1
0.9461538461538462,3.268458110010649,0.01,4.4498363850084413e-05,1000000.0,1
1.0,308381326.7590295,1e-06,4.4324448737616293e-13,1000000.0,1
1.0,192291402.68930084,1.2663801734674021e-06,7.10839492567595e-13,1000000.0,1
1.0,119903445.31083259,1.6037187437513308e-06,1.1399866182807573e-12,1000000.0,1
1.0,74765881.34551309,2.030917620904735e-06,1.8282179080077017e-12,1000000.0,1
1.0,46620320.198223315,2.571913809059347e-06,2.931947328388202e-12,1000000.0,1
1.0,29070134.882412486,3.257020655659783e-06,4.7020188904673505e-12,1000000.0,1
1.0,18126703.944677263,4.124626382901348e-06,7.540715838973986e-12,1000000.0,1
1.0,11302919.549591659,5.223345074266844e-06,1.2093187360061544e-11,1000000.0,1
1.0,7047943.780521484,6.6147406412301455e-06,1.9394071312151918e-11,1000000.0,1
1.0,4394750.516035582,8.376776400682924e-06,3.11026358629491e-11,1000000.0,1
1.0,2740349.908193185,1.0608183551394482e-05,4.987988057960579e-11,1000000.0,1
1.0,1708747.194635635,1.3433993325988988e-05,7.999330061815572e-11,1000000.0,1
1.0,1065490.5652598485,1.7012542798525893e-05,1.2828675866227792e-10,1000000.0,1
1.0,664387.4217484074,2.1544346900318823e-05,2.057358874721086e-10,2.5232154618484942e-08,1
1.0,414279.2620807265,2.7283333764867696e-05,3.299425201959468e-10,1.5664420747661903e-08,1
1.0,258324.1353763955,3.455107294592218e-05,5.291350611656947e-10,1.0671124117414155e-08,1
1.0,161078.20140106097,4.37547937507418e-05,8.485839744540774e-10,7.056923791435873e-09,1
1.0,100440.42751080512,5.541020330009492e-05,1.3608904837317187e-09,5.084258550077158e-09,1
1.0,62629.698518517056,7.017038286703822e-05,2.182486952229639e-09,3.8173844177190835e-09,1
1.0,39052.78986860953,8.886238162743407e-05,3.5000995111682103e-09,3.1012280595696416e-09,0
1.0,24351.39002395716,0.00011253355826007646,5.6131888347916005e-09,2.924478992634587e-09,0
1.0,15184.319866061365,0.00014251026703029977,9.002020077846947e-09,3.321631991102143e-09,0
1.0,9468.184743596086,0.00018047217668271703,1.443684869602618e-08,4.6609192631402606e-09,0
1.0,5903.882537321887,0.00022854638641349906,2.3153082498679506e-08,9.529940517843157e-09,0
1.0,3681.357433841471,0.0002894266124716752,3.713234404399087e-08,4.469140533863046e-08,1
1.0,2295.4988922904504,0.0003665241237079626,5.955356707039136e-08,2.1091874505330962e-07,1
1.0,1431.3452121915602,0.00046415888336127773,9.551714193669986e-08,3.925697428417228e-06,1
1.0,892.5019977726832,0.0005878016072274912,1.53207484740839e-07,666666.666667186,1
1.0,556.5073373590532,0.0007443803013251688,2.457592909573727e-07,666666.6666732584,1
1.0,346.9997326219091,0.0009426684551178855,3.9425266960484094e-07,1000000.0,1
1.0,216.36350485318576,0.0011937766417144358,6.325186024297702e-07,1000000.0,1
1.0,134.90747798545934,0.0015117750706156615,1.0148471069982791e-06,1000000.0,1
1.0,84.11744415922384,0.0019144819761699576,1.6283497871948307e-06,1000000.0,1
1.0,52.44875740721533,0.0024244620170823282,2.612786217012678e-06,1000000.0,1
1.0,32.7027652351798,0.00307029062975785,4.192360290582448e-06,1000000.0,1
1.0,20.390823971460634,0.003888155180308085,6.726713794333594e-06,1000000.0,1
1.0,12.714132899208531,0.0049238826317067365,1.0792708279753803e-05,1000000.0,1
1.0,7.927582688307202,0.006235507341273912,1.731558446114997e-05,1000000.0,1
1.0,4.943073181598505,0.007896522868499725,2.7779311241399975e-05,1000000.0,1
1.0,3.082162364913895,0.01,4.45639347357762e-05,1000000.0,1
1.0538461538461539,19199854.090736885,1e-06,2.921376059422365e-14,1000000.0,1
1.0538461538461539,11972083.126747828,1.2663801734674021e-06,4.685065549964593e-14,1000000.0,1
1.0538461538461539,7465201.236034999,1.6037187437513308e-06,7.51352745339696e-14,1000000.0,1
1.0538461538461539,4654931.724439201,2.030917620904735e-06,1.20495848477817e-13,1000000.0,1
