#  m  [GeV] ,  tau  [ps] ,  c ,  c_eff(theo) ,  c_eff(exp)^upper ,    c_eff(exp)^lower ,                c_eff(exp)^upper  converted ,    c_eff(exp)^lower  converted ,  allowed/excluded  (1/0)
0.39668,0.014927260128230615,10.0,10.014122242383268,0.01,0.0084206,342.5,288.40555,1
0.39668,0.009193032617117102,12.742749857031335,12.760747086087303,0.01,0.0084206,342.5,288.40555,1
0.39668,0.005661687862930663,16.237767391887218,16.260703007705928,0.01,0.0084206,342.5,288.40555,1
0.39668,0.0034869231120590416,20.6913808111479,20.72060997544319,0.01,0.0084206,342.5,288.40555,1
0.39668,0.002147016636595184,26.366508987303583,26.403739533412825,0.01,0.0084206,342.5,288.40555,1
0.39668,0.0013222559880063465,33.59818286283781,33.64562173274048,0.01,0.0084206,342.5,288.40555,1
0.39668,0.0008143431912669437,42.81332398719393,42.87377071704027,0.01,0.0084206,342.5,288.40555,1
0.39668,0.0005015431852654961,54.5559478116852,54.632969283879746,0.01,0.0084206,342.5,288.40555,1
0.39668,0.0003088987159121657,69.51927961775606,69.61742065163683,0.01,0.0084206,342.5,288.40555,1
0.39668,0.00019025180106520482,88.58667904100822,88.71173080039254,0.01,0.0084206,342.5,288.40555,1
0.39668,0.00011717758211104987,112.88378916846884,113.04313118051259,0.01,0.0084206,342.5,288.40555,1
0.39668,7.217083858570967e-05,143.8449888287663,144.04802481561288,0.01,0.0084206,342.5,288.40555,1
0.39668,4.4424605058403994e-05,183.29807108324357,183.55688706555398,0.01,0.0084206,342.5,288.40555,1
0.39668,2.7358552246949306e-05,233.57214690901213,233.90196281996447,0.01,0.0084206,342.5,288.40555,1
0.39668,1.6848721432197576e-05,297.63514416313194,298.05543643387233,0.01,0.0084206,342.5,288.40555,0
0.39668,1.0375702632440948e-05,379.26901907322497,379.8045437365397,0.01,0.0084206,342.5,288.40555,1
0.39668,6.389775926441757e-06,483.2930238571752,483.9754239760379,0.01,0.0084206,342.5,288.40555,1
0.39668,3.935100836189813e-06,615.8482110660261,616.7177732949588,0.01,0.0084206,342.5,288.40555,1
0.39668,2.4234123275834235e-06,784.7599703514607,785.868029932517,0.01,0.0084206,342.5,288.40555,1
0.39668,1.4924490298869542e-06,1000.0,1001.4119716956528,0.01,0.0084206,342.5,288.40555,1
0.4,0.014565350582258631,10.0,10.014214066339203,0.01,0.0056146,342.5,192.30005,1
0.4,0.008970149533003293,12.742749857031335,12.76086410613917,0.01,0.0056146,342.5,192.30005,1
0.4,0.0055244220772138935,16.237767391887218,16.26085213890418,0.01,0.0056146,342.5,192.30005,1
0.4,0.0034023842186323983,20.6913808111479,20.720800030388354,0.01,0.0056146,342.5,192.30005,1
0.4,0.0020949621112676875,26.366508987303583,26.403981604751316,0.01,0.0056146,342.5,192.30005,1
0.4,0.0012901977560537223,33.59818286283781,33.6459301781462,0.01,0.0056146,342.5,192.30005,1
0.4,0.000794599332671663,42.81332398719393,42.87416374041618,0.01,0.0056146,342.5,192.30005,1
0.4,0.0004893831954114008,54.5559478116852,54.63347007895769,0.01,0.0056146,342.5,192.30005,1
0.4,0.000301409417238614,69.51927961775606,69.61805877158055,0.01,0.0056146,342.5,192.30005,1
0.4,0.00018563911530586441,88.58667904100822,88.71254390332415,0.01,0.0056146,342.5,192.30005,1
0.4,0.00011433659313073783,112.88378916846884,113.04416725374736,0.01,0.0056146,342.5,192.30005,1
0.4,7.042104599515594e-05,143.8449888287663,144.04934500996336,0.01,0.0056146,342.5,192.30005,1
0.4,4.334752699106601e-05,183.29807108324357,183.5585698772554,0.01,0.0056146,342.5,192.30005,1
0.4,2.6695242870201555e-05,233.57214690901213,233.90410727147105,0.01,0.0056146,342.5,192.30005,0
0.4,1.6440224007687137e-05,297.63514416313194,298.05816916395145,0.01,0.0056146,342.5,192.30005,0
0.4,1.0124142514547538e-05,379.26901907322497,379.80802566770427,0.01,0.0056146,342.5,192.30005,1
0.4,6.234854971584607e-06,483.2930238571752,483.97986086956666,0.01,0.0056146,342.5,192.30005,1
