#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(B+->K+  a)*BR_theo(a->  gamma  gamma) 

0.2202898221982655,51009.96669070434,0.20691380811147897,1.1602824010443504e-08
0.2202898221982655,40030.62764050559,0.23357214690901212,1.478538588638393e-08
0.2202898221982655,24652.896438517415,0.29763514416313175,2.4009438885485153e-08
0.2202898221982655,11914.771455752914,0.42813323987193935,4.969006380596238e-08
0.2202898221982655,5758.5937750912635,0.6158482110660264,1.0288346714343555e-07
0.2202898221982655,2783.4150229077036,0.8858667904100825,2.1323574792779857e-07
0.2202898221982655,2783.4150229077004,0.8858667904100832,2.132357479277998e-07
0.2202898221982655,1345.566744192864,1.2742749857031335,4.4285297926598426e-07
0.2202898221982655,649.8015635826233,1.8329807108324356,9.232359890404351e-07
0.2202898221982655,314.20513499367087,2.636650898730358,1.8893953724236762e-06
0.2202898221982655,193.33296559829165,3.359818286283788,3.0814051995480144e-06
0.2202898221982655,151.82308231201932,3.79269019073225,3.895375022807179e-06
0.2202898221982655,73.3070087605431,5.455594781168517,8.102637948485008e-06
0.2202898221982655,35.42579553141464,7.847599703514611,1.675803873746475e-05
0.2202898221982655,17.117917296216135,11.288378916846883,3.4560754111867286e-05
0.2202898221982655,13.434093862658388,12.742749857031322,4.40870666483719e-05
0.2202898221982655,8.274293228444998,16.23776739188721,7.170339639471709e-05
0.2202898221982655,3.99778880565069,23.357214690901213,0.00014777321033384184
0.2202898221982655,1.931949088163925,33.59818286283781,0.0003054787984992475
0.2202898221982655,0.9337615649848631,48.32930238571752,0.0006330462860548182
0.2202898221982655,0.9337615649848631,48.32930238571752,0.0006330462860548182
0.2202898221982655,0.4513070396032867,69.51927961775606,0.0013109937967328747
0.2202898221982655,0.21807933220582978,100.0,0.0027057839893262466
0.2202898221982655,0.06491013386113496,183.29807108324374,0.009094654098059934
0.2202898221982655,0.004512689883199425,695.192796177562,0.13086250258977936
0.2202898221982655,0.00031370777736835836,2636.6508987303664,1.8809317722262313
0.2202898221982655,2.1810781351132737e-05,10000.0,27.096263987199283
0.24314689974369574,1.6198360972917942e+17,1e-07,2.702699628759166e-21
0.24314689974369574,1.1260983858256268e+16,3.792690190732254e-07,3.887697979063719e-20
0.24314689974369574,782855485613156.4,1.438449888287663e-06,5.5922587236803835e-19
0.24314689974369574,54423549404635.38,5.455594781168514e-06,8.044183936353652e-18
0.24314689974369574,3783485948851.6265,2.06913808111479e-05,1.1571155484612142e-16
0.24314689974369574,263025217608.09637,7.847599703514623e-05,1.664452731417498e-15
0.24314689974369574,18285323649.44801,0.00029763514416313193,2.394231845516741e-14
0.24314689974369574,1271182527.7168188,0.0011288378916846883,3.443982529667355e-13
0.24314689974369574,88371693.61929296,0.004281332398719396,4.953996263435285e-12
0.24314689974369574,6143536.5091805495,0.01623776739188724,7.126074939833833e-11
0.24314689974369574,427094.26803445717,0.06158482110660267,1.0250495800419938e-09
0.24314689974369574,161983.65642741695,0.1,2.7026982295250324e-09
0.24314689974369574,78285.60908302412,0.14384498882876628,5.5922734004265464e-09
0.24314689974369574,37834.944811623966,0.20691380811147897,1.1571374457880784e-08
0.24314689974369574,29691.38013817518,0.23357214690901212,1.474530714745119e-08
0.24314689974369574,18285.449734673435,0.29763514416313175,2.394433963132201e-08
0.24314689974369574,8837.35420233134,0.42813323987193935,4.955519593290081e-08
