#  m  [GeV] ,  tau  [ps] ,  c ,  c_eff(theo) ,  c_eff(exp)^upper ,    c_eff(exp)^lower ,                c_eff(exp)^upper  converted ,    c_eff(exp)^lower  converted ,  allowed/excluded  (1/0)
0.02172,4237564.303934299,0.001,0.0021432244979148383,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,1
0.02172,1261248.453153556,0.0018329807108324356,0.003928488559135752,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,1
0.02172,375391.9783272807,0.003359818286283781,0.0072008426759312015,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,1
0.02172,111729.8719624493,0.006158482110660267,0.013199004186351525,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,1
0.02172,33254.74184117955,0.011288378916846888,0.02419351817636595,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,1
0.02172,9897.78085015868,0.02069138081114789,0.04434625000788077,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,2945.9275981450023,0.0379269019073225,0.08128581858241252,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,876.8116136363866,0.06951927961775606,0.14899533516357266,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,260.96995571027236,0.12742749857031335,0.27310557295036353,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,77.67383115851771,0.23357214690901212,0.5005972448047512,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,23.118462060082848,0.42813323987193913,0.9175850911747704,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,6.8808668085289835,0.7847599703514607,1.68191577021485,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,2.047987787849677,1.438449888287663,3.082919161588553,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,0.6095531410215324,2.636650898730358,5.650931353785063,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,0.18142443709085437,4.832930238571752,10.358048167262524,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,0.053998288502515666,8.858667904100823,18.98610249000107,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,0
0.02172,0.01607178838532517,16.23776739188721,34.801159635594864,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,1
0.02172,0.004783529053401785,29.763514416313193,63.789854324180816,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,1
0.02172,0.0014237463594788595,54.555947811685144,116.92557252056928,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,1
0.02172,0.00042375695296514317,100.0,214.32231903077763,0.0009291,7.308366852589642e-07,31.821675,0.025031156470119522,1
0.025028,3674082.1028750464,0.001,0.002134258561355079,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,1
0.025028,1093536.2979278401,0.0018329807108324356,0.003912054168637933,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,1
0.025028,325474.93268059514,0.003359818286283781,0.007170718752147867,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,1
0.025028,96872.8016033149,0.006158482110660267,0.013143787610921083,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,1
0.025028,28832.754907221257,0.011288378916846888,0.024092307253613165,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,8581.642011982653,0.02069138081114789,0.04416073233313555,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,2554.198404603867,0.0379269019073225,0.08094576825715837,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,760.2192351628469,0.06951927961775606,0.14837202947056663,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,226.26796575886473,0.12742749857031335,0.2719630656319321,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,67.34529928205788,0.23357214690901212,0.49850305092182934,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,20.04432797060322,0.42813323987193913,0.9137464741763506,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,5.965896463115693,0.7847599703514607,1.6748796592941761,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,1.7756604567786596,1.438449888287663,3.0700221059853754,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,0.5284989565121849,2.636650898730358,5.627291299631595,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,0.15729986318859193,4.832930238571752,10.314716403989868,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,0.04681796746948785,8.858667904100823,18.906676203749623,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,0
0.025028,0.013934672499237553,16.23776739188721,34.65557278495658,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,1
0.025028,0.004147448258506528,29.763514416313193,63.522996435203694,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,1
0.025028,0.001234426360383299,54.555947811685144,116.43642715753444,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,1
0.025028,0.00036740866774015256,100.0,213.42572501553536,0.00068716,6.699232872618603e-07,23.535230000000002,0.022944872588718714,1
0.028769,3192975.048684548,0.001,0.00212727195789149,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,1
0.028769,950341.8890054518,0.0018329807108324356,0.0038992478556069293,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,1
0.028769,282855.2321874696,0.003359818286283781,0.00714724502098685,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,1
0.028769,84187.67813328668,0.006158482110660267,0.013100760705467066,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,1
0.028769,25057.215801506456,0.011288378916846888,0.024013439754885665,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,0
0.028769,7457.9087851625445,0.02069138081114789,0.04401616971702017,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,0
0.028769,2219.735886197395,0.0379269019073225,0.08068078775733728,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,0
0.028769,660.6714323477275,0.06951927961775606,0.14788632531225632,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,0
0.028769,196.6390406316678,0.12742749857031335,0.27107277926495477,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,0
0.028769,58.52668980082372,0.23357214690901212,0.4968711731702917,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,0
0.028769,17.419599853339168,0.42813323987193913,0.9107552737215243,0.00049911,5.805482159624413e-07,17.0945175,0.019883776396713612,0
