#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(B+->K+  a)*BR_theo(a->  gamma  gamma) ,        BR_BaBar(B+->K+  a)*BR_BaBar(a->  gamma  gamma) ,  Allowed/excluded  (1/0) 

0.17820189140281986,56270016.78201449,0.0011288378916846883,5.1069681942695215e-09,2.0046e-06,1
0.17820189140281986,3910835.6078194967,0.004281332398719396,7.351627155642027e-08,2.0046e-06,1
0.17820189140281986,271832.222663313,0.01623776739188724,1.058010648669542e-06,2.0046e-06,1
0.17820189140281986,18896.44284351171,0.06158482110660267,1.5221569450641156e-05,2.0046e-06,0
0.17820189140281986,7166.771405971661,0.1,4.0134986146638774e-05,2.0046e-06,0
0.17820189140281986,3463.6353166854697,0.14384498882876628,8.304587496340226e-05,2.0046e-06,0
0.17820189140281986,1673.9456032150358,0.20691380811147897,0.00017183489945405678,2.0046e-06,0
0.17820189140281986,1313.6444390538607,0.23357214690901212,0.0002189654192425753,2.0046e-06,0
0.17820189140281986,809.0044818108106,0.29763514416313175,0.0003555523278722825,2.0046e-06,0
0.17820189140281986,390.98563199307927,0.42813323987193935,0.00073569002858184,2.0046e-06,0
0.17820189140281986,188.96042951614567,0.6158482110660264,0.0015222488214264168,1.2014803172829424e-06,0
0.17820189140281986,91.32319043865888,0.8858667904100825,0.003149749586941616,6.583424680326914e-07,0
0.17820189140281986,91.32319043865877,0.8858667904100832,0.0031497495869416484,6.583424680326907e-07,0
0.17820189140281986,44.1358383395051,1.2742749857031335,0.006517276295267216,3.958479815733923e-07,0
0.17820189140281986,21.33053520007393,1.8329807108324356,0.01348515821434892,2.756393755441667e-07,0
0.17820189140281986,10.308896311914047,2.636650898730358,0.02790267403289065,2.204372583368232e-07,0
0.17820189140281986,6.348714581923909,3.359818286283788,0.045307728718486595,2.0060260232607867e-07,0
0.17820189140281986,4.982216815640576,3.79269019073225,0.05773451367171213,1.9375846865200405e-07,0
0.17820189140281986,2.407870342801646,5.455594781168517,0.11946072150272277,1.855e-07,0
0.17820189140281986,1.1637068424003432,7.847599703514611,0.24718078657210923,1.855e-07,0
0.17820189140281986,0.5624113662770234,11.288378916846883,0.5114512625965061,1.855e-07,0
0.17820189140281986,0.44135792049139555,12.742749857031322,0.6517295782582312,1.855e-07,0
0.17820189140281986,0.27180947894929414,16.23776739188721,1.0582634051734503,1.855e-07,0
0.17820189140281986,0.1313636213285098,23.357214690901213,2.1896932857036946,1.855e-07,0
0.17820189140281986,0.06348712054493781,33.59818286283781,4.530778014013651,1.855e-07,0
0.17820189140281986,0.030682882050289833,48.32930238571752,9.374805686364533,1.855e-07,0
0.17820189140281986,0.030682882050289833,48.32930238571752,9.374805686364533,1.855e-07,0
0.17820189140281986,0.014828822707685568,69.51927961775606,19.397767967269047,1.855e-07,0
0.17820189140281986,0.00716666651991961,100.0,40.13666113563928,1.855e-07,0
0.17820189140281986,0.0021330518084126068,183.29807108324374,134.85189063154397,1.855e-07,0
0.17820189140281986,0.000148288224222472,695.192796177562,1939.7769031741311,1.855e-07,0
0.17820189140281986,1.0308890507507249e-05,2636.6508987303664,27902.71882201492,1.855e-07,0
0.17820189140281986,7.166666414426416e-07,10000.0,401366.62819963676,1.855e-07,0
0.19353384494933476,6638342670256319.0,1e-07,1.7015412228316018e-17,2.0046e-06,1
0.19353384494933476,461492800290762.1,3.792690190732254e-07,2.4475817819025387e-16,2.0046e-06,1
0.19353384494933476,32082647023734.688,1.438449888287663e-06,3.52072374082615e-15,2.0046e-06,1
0.19353384494933476,2230362508081.668,5.455594781168514e-06,5.0643846731795245e-14,2.0046e-06,1
0.19353384494933476,155053193625.0146,2.06913808111479e-05,7.284863597092039e-13,2.0046e-06,1
0.19353384494933476,10779184529.014137,7.847599703514623e-05,1.0478911892151637e-11,2.0046e-06,1
0.19353384494933476,749355613.5672377,0.00029763514416313193,1.5073416642407952e-10,2.0046e-06,1
0.19353384494933476,52088864.69653815,0.0011288378916846883,2.1682869947981056e-09,2.0046e-06,1
0.19353384494933476,3620210.5445445445,0.004281332398719396,3.119130388375857e-08,2.0046e-06,1
0.19353384494933476,251630.2561466606,0.01623776739188724,4.486842294864077e-07,2.0046e-06,1
0.19353384494933476,17492.067807268784,0.06158482110660267,6.454158461432223e-06,2.0046e-06,0
0.19353384494933476,6634.138337232232,0.1,1.70173857980015e-05,2.0046e-06,0
0.19353384494933476,3206.2181583066645,0.14384498882876628,3.521134454225352e-05,2.0046e-06,0
0.19353384494933476,1549.5379192881087,0.20691380811147897,7.285716791111398e-05,2.0046e-06,0
0.19353384494933476,1216.014316477856,0.23357214690901212,9.284007791440992e-05,2.0046e-06,0
0.19353384494933476,748.879194736304,0.29763514416313175,0.00015075158972069645,2.0046e-06,0
0.19353384494933476,361.9275267264422,0.42813323987193935,0.00031192592588835666,2.0046e-06,0
0.19353384494933476,174.91685889222398,0.6158482110660264,0.000645417913758557,1.1489319134791692e-06,0
0.19353384494933476,84.53603373445968,0.8858667904100825,0.0013354589304976135,6.607504412316777e-07,0
0.19353384494933476,84.53603373445956,0.8858667904100832,0.0013354589304976278,6.607504412316771e-07,0
0.19353384494933476,40.855653864567124,1.2742749857031335,0.0027632491403358833,4.2481597044108903e-07,0
0.19353384494933476,19.745245266689928,1.8329807108324356,0.005717544328239024,3.874832106616927e-07,0
0.19353384494933476,9.542736860728347,2.636650898730358,0.011830389137992376,3.8995962008832746e-07,0
0.19353384494933476,5.876876689121801,3.359818286283788,0.01920991104702259,3.9084941800120023e-07,0
0.19353384494933476,4.61193733617604,3.79269019073225,0.024478709309988904,3.911564510967011e-07,0
0.19353384494933476,2.228916866423178,5.455594781168517,0.05064983051645305,3.9146680095181345e-07,0
0.19353384494933476,1.0772198800148203,7.847599703514611,0.10480149442788883,3.9146680095181345e-07,0
0.19353384494933476,0.5206128221609378,11.288378916846883,0.21684876495479138,3.9146680095181345e-07,0
0.19353384494933476,0.40855609654827935,12.742749857031322,0.2763249574849197,3.9146680095181345e-07,0
0.19353384494933476,0.2516085346609956,16.23776739188721,0.4486900401098106,3.9146680095181345e-07,0
0.19353384494933476,0.12160064604342169,23.357214690901213,0.9284016524908628,3.9146680095181345e-07,0
0.19353384494933476,0.0587687427529284,33.59818286283781,1.9209912193240386,3.9146680095181345e-07,0
0.19353384494933476,0.028402522998090887,48.32930238571752,3.974796093424829,3.9146680095181345e-07,0
0.19353384494933476,0.028402522998090887,48.32930238571752,3.974796093424829,3.9146680095181345e-07,0
0.19353384494933476,0.013726741092118267,69.51927961775606,8.224401973128844,3.9146680095181345e-07,0
0.19353384494933476,0.0066340381654946155,100.0,17.01742333362089,3.9146680095181345e-07,0
0.19353384494933476,0.0019745228920057664,183.29807108324374,57.175450159627005,3.9146680095181345e-07,0
0.19353384494933476,0.00013726740819509591,695.192796177562,822.4401996852748,3.9146680095181345e-07,0
0.19353384494933476,9.542731317213977e-06,2636.6508987303664,11830.390136397595,3.9146680095181345e-07,0
0.19353384494933476,6.634038064743057e-07,10000.0,170174.23371159754,3.9146680095181345e-07,0
0.21018491356080213,6047103939310178.0,1e-07,6.336706565003441e-17,2.0046e-06,1
0.21018491356080213,420390309633267.75,3.792690190732254e-07,9.11503485091966e-16,2.0046e-06,1
0.21018491356080213,29225231482727.63,1.438449888287663e-06,1.3111520870837312e-14,2.0046e-06,1
0.21018491356080213,2031717038099.898,5.455594781168514e-06,1.8860265890511476e-13,2.0046e-06,1
0.21018491356080213,141243503650.08978,2.06913808111479e-05,2.712955060012646e-12,2.0046e-06,1
0.21018491356080213,9819144822.504705,7.847599703514623e-05,3.90245966901234e-11,2.0046e-06,1
0.21018491356080213,682614305.4894693,0.00029763514416313193,5.614111903844158e-10,2.0046e-06,1
0.21018491356080213,47449012.854245126,0.0011288378916846883,8.089048518174306e-09,2.0046e-06,1
0.21018491356080213,3297643.9868172877,0.004281332398719396,1.1682260664140583e-07,2.0046e-06,1
0.21018491356080213,229205.3275302149,0.01623776739188724,1.6848338985042987e-06,2.0046e-06,1
0.21018491356080213,15933.094760914537,0.06158482110660267,2.4257905275109366e-05,2.0046e-06,0
0.21018491356080213,6042.867701149684,0.1,6.396838954942125e-05,2.0046e-06,0
0.21018491356080213,2920.461075053308,0.14384498882876628,0.00013236841263675604,2.0046e-06,0
0.21018491356080213,1411.433477327019,0.20691380811147897,0.0002739015430406406,2.0046e-06,0
0.21018491356080213,1107.6354710895057,0.23357214690901212,0.0003490302208108751,2.0046e-06,0
0.21018491356080213,682.1342688406746,0.29763514416313175,0.0005667589420159908,2.0046e-06,0
0.21018491356080213,329.67016543741,0.42813323987193935,0.001172729695273034,1.983995845506817e-06,0
0.21018491356080213,159.3270997898263,0.6158482110660264,0.0024265788779781737,1.0258702719148926e-06,0
0.21018491356080213,77.00161143759459,0.8858667904100825,0.005020983261918123,5.628155802029016e-07,0
0.21018491356080213,77.0016114375945,0.8858667904100832,0.005020983261918143,5.62815580202901e-07,0
0.21018491356080213,37.21431996854627,1.2742749857031335,0.010389189044455016,3.390247184174352e-07,0
0.21018491356080213,17.985413943018447,1.8329807108324356,0.02149678383637901,3.4807034179855115e-07,0
0.21018491356080213,8.692222640615043,2.636650898730358,0.044479982677799124,3.6676516989962384e-07,0
0.21018491356080213,5.353089022669177,3.359818286283788,0.07222569569412242,3.734824026523669e-07,0
0.21018491356080213,4.200889740780691,3.79269019073225,0.09203546866041985,3.758002466321324e-07,0
0.21018491356080213,2.030260429037449,5.455594781168517,0.1904344421672113,3.7754548326586206e-07,0
0.21018491356080213,0.9812106089904277,7.847599703514611,0.3940356585794098,3.7754548326586206e-07,0
0.21018491356080213,0.474212211016856,11.288378916846883,0.8153149091705268,3.7754548326586206e-07,0
0.21018491356080213,0.3721427542750854,12.742749857031322,1.0389356339649902,3.7754548326586206e-07,0
0.21018491356080213,0.2291834429142683,16.23776739188721,1.6870001663165095,3.7754548326586206e-07,0
0.21018491356080213,0.1107627556166351,23.357214690901213,3.490637782561147,3.7754548326586206e-07,0
0.21018491356080213,0.053530865907518675,33.59818286283781,7.222613714706971,3.7754548326586206e-07,0
0.21018491356080213,0.025871093655919462,48.32930238571752,14.944588177111497,3.7754548326586206e-07,0
0.21018491356080213,0.025871093655919462,48.32930238571752,14.944588177111497,3.7754548326586206e-07,0
0.21018491356080213,0.012503318949664303,69.51927961775606,30.922420955700385,3.7754548326586206e-07,0
0.21018491356080213,0.006042766778479855,100.0,63.98276516357985,3.7754548326586206e-07,0
0.21018491356080213,0.0017985397473889453,183.29807108324374,214.97048670447208,3.7754548326586206e-07,0
0.21018491356080213,0.00012503318675012828,695.192796177562,3092.243009423454,3.7754548326586206e-07,0
0.21018491356080213,8.692217055559528e-06,2636.6508987303664,44480.367190142126,3.7754548326586206e-07,0
0.21018491356080213,6.042766676973308e-07,10000.0,639827.7962356234,3.7754548326586206e-07,0
0.22826858992093677,349447803915.83344,1e-07,4.413808484555489e-20,1.411153489591189e-06,1
0.22826858992093677,24293359592.16606,3.792690190732254e-07,6.349042321716681e-19,1.411153489591189e-06,1
0.22826858992093677,1688856858.2733805,1.438449888287663e-06,9.132779222207556e-18,1.411153489591189e-06,1
0.22826858992093677,117408112.09671192,5.455594781168514e-06,1.3137045329267628e-16,1.411153489591189e-06,1
0.22826858992093677,8162127.307153572,2.06913808111479e-05,1.8896982964072007e-15,1.411153489591189e-06,1
0.22826858992093677,567425.1121986533,7.847599703514623e-05,2.7182410460272793e-14,1.411153489591189e-06,1
0.22826858992093677,39446.68219081044,0.00029763514416313193,3.91035310423964e-13,1.411153489591189e-06,1
0.22826858992093677,2741.987461321391,0.0011288378916846883,5.631338077104548e-12,1.411153489591189e-06,1
0.22826858992093677,190.56789263512968,0.004281332398719396,8.122880886776157e-11,9.703939847693129e-07,1
0.22826858992093677,13.24572410596353,0.01623776739188724,1.1705570086775264e-09,4.3436029188204694e-07,1
0.22826858992093677,0.9207737218976424,0.06158482110660267,1.6848676874647648e-08,4.0938949179670463e-07,1
0.22826858992093677,0.3492176032300664,0.1,4.442830036254521e-08,4.0938949179670463e-07,1
0.22826858992093677,0.1687736310535853,0.14384498882876628,9.193261534210002e-08,4.0938949179670463e-07,1
0.22826858992093677,0.0815668475148936,0.20691380811147897,1.9022754768473143e-07,4.0938949179670463e-07,1
0.22826858992093677,0.06401034126071281,0.23357214690901212,2.4240429448122076e-07,4.0938949179670463e-07,1
0.22826858992093677,0.039420596849655605,0.29763514416313175,3.936161338434396e-07,4.0938949179670463e-07,1
0.22826858992093677,0.019051668586251767,0.42813323987193935,8.144592284604881e-07,4.0938949179670463e-07,0
0.22826858992093677,0.009207528122866435,0.6158482110660264,1.685247492713698e-06,4.0938949179670463e-07,0
0.22826858992093677,0.004449930609032728,0.8858667904100825,3.487036981075659e-06,4.0938949179670463e-07,0
0.22826858992093677,0.004449930609032721,0.8858667904100832,3.487036981075682e-06,4.0938949179670463e-07,0
0.22826858992093677,0.0021506192426837714,1.2742749857031335,7.215200208278428e-06,4.0938949179670463e-07,0
0.22826858992093677,0.0010393788810636895,1.8329807108324356,1.4929301950845741e-05,4.0938949179670463e-07,0
0.22826858992093677,0.0005023244292675822,2.636650898730358,3.089086842194614e-05,4.0938949179670463e-07,0
0.22826858992093677,0.000309355560886159,3.359818286283788,5.015993837256143e-05,4.0938949179670463e-07,0
0.22826858992093677,0.00024276984764179496,3.79269019073225,6.391758910644949e-05,4.0938949179670463e-07,0
0.22826858992093677,0.00011732895873319112,5.455594781168517,0.0001322544858712835,4.0938949179670463e-07,0
0.22826858992093677,5.6704262199679975e-05,7.847599703514611,0.0002736530351082777,4.0938949179670463e-07,0
0.22826858992093677,2.740477264628669e-05,11.288378916846883,0.0005662262641002717,4.0938949179670463e-07,0
0.22826858992093677,2.1506168222536877e-05,12.742749857031322,0.0007215280800818827,4.0938949179670463e-07,0
0.22826858992093677,1.3244534869860878e-05,16.23776739188721,0.0011716008264157395,4.0938949179670463e-07,0
0.22826858992093677,6.400991115152378e-06,23.357214690901213,0.0024242046062827502,4.0938949179670463e-07,0
0.22826858992093677,3.093554287319364e-06,33.59818286283781,0.005016015103697598,4.0938949179670463e-07,0
0.22826858992093677,1.4950931843450972e-06,48.32930238571752,0.010378829357401117,4.0938949179670463e-07,0
0.22826858992093677,1.4950931843450972e-06,48.32930238571752,0.010378829357401117,4.0938949179670463e-07,0
0.22826858992093677,7.225680987396443e-07,69.51927961775606,0.021475233205416472,4.0938949179670463e-07,0
0.22826858992093677,3.4921211893973445e-07,100.0,0.04443522591113196,4.0938949179670463e-07,0
0.22826858992093677,1.0393779861052669e-07,183.29807108324374,0.1492942953145268,4.0938949179670463e-07,0
0.22826858992093677,7.225680838146495e-09,695.192796177562,2.147523760778509,4.0938949179670463e-07,0
0.22826858992093677,5.023241257668577e-10,2636.6508987303664,30.891053655980933,4.0938949179670463e-07,0
0.22826858992093677,3.4921211342370865e-11,10000.0,444.35232877038544,4.0938949179670463e-07,0
0.2479081312818366,232710575207.88162,1e-07,5.970100925112566e-20,1.740377757493332e-06,1
0.2479081312818366,16177871547.83926,3.792690190732254e-07,8.587691009034542e-19,1.740377757493332e-06,1
0.2479081312818366,1124673975.7083557,1.438449888287663e-06,1.2352963177539413e-17,1.740377757493332e-06,1
0.2479081312818366,78186524.55082561,5.455594781168514e-06,1.776911860335973e-16,1.740377757493332e-06,1
0.2479081312818366,5435470.81791155,2.06913808111479e-05,2.5559988722596423e-15,1.740377757493332e-06,1
0.2479081312818366,377869.9501545928,7.847599703514623e-05,3.676682459157806e-14,1.740377757493332e-06,1
0.2479081312818366,26269.045048292406,0.00029763514416313193,5.289112801032608e-13,1.740377757493332e-06,1
0.2479081312818366,1825.9936752752355,0.0011288378916846883,7.61655845488492e-12,1.740377757493332e-06,1
0.2479081312818366,126.90640352077837,0.004281332398719396,1.0985248948395869e-10,7.617479947393868e-07,1
0.2479081312818366,8.820831184231302,0.01623776739188724,1.5829286754892875e-09,2.8572462387216016e-07,1
0.2479081312818366,0.6131782224784436,0.06158482110660267,2.278366546449717e-08,2.7846876589448426e-07,1
0.2479081312818366,0.2325572766968265,0.1,6.007805515058334e-08,2.7846876589448426e-07,1
0.2479081312818366,0.11239277646397298,0.14384498882876628,1.24315412333719e-07,2.7846876589448426e-07,1
0.2479081312818366,0.054318464339230293,0.20691380811147897,2.572339009136276e-07,2.7846876589448426e-07,1
0.2479081312818366,0.042626919453941,0.23357214690901212,3.2778943863993315e-07,2.7846876589448426e-07,0
0.2479081312818366,0.026251673927285796,0.29763514416313175,5.322642422198401e-07,2.7846876589448426e-07,0
0.2479081312818366,0.012687230317924505,0.42813323987193935,1.1013452238601306e-06,2.7846876589448426e-07,0
0.2479081312818366,0.0061316429805328065,0.6158482110660264,2.278859876088961e-06,2.7846876589448426e-07,0
0.2479081312818366,0.0029633779466928197,0.8858667904100825,4.715311104106546e-06,2.7846876589448426e-07,0
0.2479081312818366,0.002963377946692816,0.8858667904100832,4.715311104106575e-06,2.7846876589448426e-07,0
0.2479081312818366,0.0014321791046776717,1.2742749857031335,9.75668068695588e-06,2.7846876589448426e-07,0
0.2479081312818366,0.0006921619065624623,1.8329807108324356,2.018799286017885e-05,2.7846876589448426e-07,0
0.2479081312818366,0.0003345169321888232,2.636650898730358,4.17718503184077e-05,2.7846876589448426e-07,0
0.2479081312818366,0.00020601162745390313,3.359818286283788,6.782824303637132e-05,2.7846876589448426e-07,0
0.2479081312818366,0.00016166966989755328,3.79269019073225,8.643187804735562e-05,2.7846876589448426e-07,0
0.2479081312818366,7.813381361848729e-05,5.455594781168517,0.00017883970876083995,2.7846876589448426e-07,0
0.2479081312818366,3.776152368454065e-05,7.847599703514611,0.0003700443661357415,2.7846876589448426e-07,0
0.2479081312818366,1.8249879836341713e-05,11.288378916846883,0.0007656733418755317,2.7846876589448426e-07,0
0.2479081312818366,1.4321774928304903e-05,12.742749857031322,0.000975678536781485,2.7846876589448426e-07,0
0.2479081312818366,8.820039231232583e-06,16.23776739188721,0.0015842845199030568,2.7846876589448426e-07,0
0.2479081312818366,4.262663302952057e-06,23.357214690901213,0.0032781043672765998,2.7846876589448426e-07,0
0.2479081312818366,2.0601153944788605e-06,33.59818286283781,0.0067828519264012035,2.7846876589448426e-07,0
0.2479081312818366,9.956393840817183e-07,48.32930238571752,0.014034659155985573,2.7846876589448426e-07,0
0.2479081312818366,9.956393840817183e-07,48.32930238571752,0.014034659155985573,2.7846876589448426e-07,0
0.2479081312818366,4.811855637623075e-07,69.51927961775606,0.02903965050074816,2.7846876589448426e-07,0
0.2479081312818366,2.3255362452030904e-07,100.0,0.06008705072041566,2.7846876589448426e-07,0
0.2479081312818366,6.921613105790374e-08,183.29807108324374,0.20188158573348577,2.7846876589448426e-07,0
0.2479081312818366,4.81185553823243e-09,695.192796177562,2.9039656218939003,2.7846876589448426e-07,0
0.2479081312818366,3.345167300773098e-10,2636.6508987303664,41.77209091701448,2.7846876589448426e-07,0
0.2479081312818366,2.3255362084699876e-11,10000.0,600.8705976835935,2.7846876589448426e-07,0
0.2692373995780107,180813814783.55594,1e-07,7.752613738608757e-20,1.745417889953561e-06,1
0.2692373995780107,12570046148.65519,3.792690190732254e-07,1.1151746366547318e-18,1.745417889953561e-06,1
0.2692373995780107,873860552.9807,1.438449888287663e-06,1.6041228321513274e-17,1.745417889953561e-06,1
0.2692373995780107,60750156.09442822,5.455594781168514e-06,2.307450321609248e-16,1.745417889953561e-06,1
0.2692373995780107,4223307.053636851,2.06913808111479e-05,3.3191519205654693e-15,1.745417889953561e-06,1
0.2692373995780107,293601.2130886487,7.847599703514623e-05,4.774441616076898e-14,1.745417889953561e-06,1
0.2692373995780107,20410.788129523236,0.00029763514416313193,6.868294087810563e-13,1.745417889953561e-06,1
0.2692373995780107,1418.7790222867775,0.0011288378916846883,9.890508852192284e-12,1.745417889953561e-06,1
0.2692373995780107,98.6050202456817,0.004281332398719396,1.4264443766503523e-10,5.022152104777308e-07,1
0.2692373995780107,6.8536985844688685,0.01623776739188724,2.0554007216593475e-09,1.398957417270344e-07,1
0.2692373995780107,0.47643341412991264,0.06158482110660267,2.9583890928159655e-08,1.3768645038835687e-07,1
0.2692373995780107,0.18069470385630446,0.1,7.800942014345741e-08,1.3768645038835687e-07,1
0.2692373995780107,0.08732807567928923,0.14384498882876628,1.6141946560436467e-07,1.3768645038835687e-07,0
0.2692373995780107,0.04220490954937639,0.20691380811147897,3.3400960526144276e-07,1.3768645038835687e-07,0
0.2692373995780107,0.033120694810021674,0.23357214690901212,4.2562356241567827e-07,1.3768645038835687e-07,0
0.2692373995780107,0.020397290996892775,0.29763514416313175,6.911270943604544e-07,1.3768645038835687e-07,0
0.2692373995780107,0.009857852472869856,0.42813323987193935,1.4300591922666742e-06,1.3768645038835687e-07,0
0.2692373995780107,0.0047642259503471555,0.6158482110660264,2.959021375897472e-06,1.3768645038835687e-07,0
0.2692373995780107,0.00230251535505093,0.8858667904100825,6.12266912222514e-06,1.3768645038835687e-07,0
0.2692373995780107,0.002302515355050927,0.8858667904100832,6.122669122225183e-06,1.3768645038835687e-07,0
0.2692373995780107,0.001112788999253776,1.2742749857031335,1.2668713097378665e-05,1.3768645038835687e-07,0
0.2692373995780107,0.0005378029555177802,1.8329807108324356,2.6213410661317812e-05,1.3768645038835687e-07,0
0.2692373995780107,0.00025991634774522987,2.636650898730358,5.423930146343279e-05,1.3768645038835687e-07,0
0.2692373995780107,0.00016006899695789973,3.359818286283788,8.807262390056829e-05,1.3768645038835687e-07,0
0.2692373995780107,0.0001256157345041725,3.79269019073225,0.00011222879875188599,1.3768645038835687e-07,0
0.2692373995780107,6.070920039314202e-05,5.455594781168517,0.00023221716130069784,1.3768645038835687e-07,0
0.2692373995780107,2.9340330419678774e-05,7.847599703514611,0.00048048977439131633,1.3768645038835687e-07,0
0.2692373995780107,1.417997613102279e-05,11.288378916846883,0.0009942002693489032,1.3768645038835687e-07,0
0.2692373995780107,1.1127877468697187e-05,12.742749857031322,0.0012668847262722303,1.3768645038835687e-07,0
0.2692373995780107,6.8530832474048694e-06,16.23776739188721,0.0020571384713281207,1.3768645038835687e-07,0
0.2692373995780107,3.312047226201459e-06,23.357214690901213,0.004256504748560632,1.3768645038835687e-07,0
0.2692373995780107,1.6006892857838208e-06,33.59818286283781,0.008807297793064767,1.3768645038835687e-07,0
0.2692373995780107,7.736019539853304e-07,48.32930238571752,0.0182235177372919,1.3768645038835687e-07,0
0.2692373995780107,7.736019539853304e-07,48.32930238571752,0.0182235177372919,1.3768645038835687e-07,0
0.2692373995780107,3.738764238413424e-07,69.51927961775606,0.03770697809233611,1.3768645038835687e-07,0
0.2692373995780107,1.8069186616319e-07,100.0,0.07802094943029594,1.3768645038835687e-07,0
0.2692373995780107,5.378024924464987e-08,183.29807108324374,0.2621362304936422,1.3768645038835687e-07,0
0.2692373995780107,3.738764161188199e-09,695.192796177562,3.770698542111556,1.3768645038835687e-07,0
0.2692373995780107,2.5991619070724253e-10,2636.6508987303664,54.23960982918666,1.3768645038835687e-07,0
0.2692373995780107,1.8069186330907624e-11,10000.0,780.2096102668818,1.3768645038835687e-07,0
0.2924017738212865,149263941822.8602,1e-07,9.753104583328273e-20,1.3683574482236323e-06,1
0.2924017738212865,10376721708.402185,3.792690190732254e-07,1.4029352198732137e-18,1.3683574482236323e-06,1
0.2924017738212865,721382217.9325323,1.438449888287663e-06,2.018052011095085e-17,1.3683574482236323e-06,1
0.2924017738212865,50149972.09070063,5.455594781168514e-06,2.9028667060659576e-16,1.3683574482236323e-06,1
0.2924017738212865,3486389.9039394115,2.06913808111479e-05,4.175628618495742e-15,1.3683574482236323e-06,1
0.2924017738212865,242371.27258272414,7.847599703514623e-05,6.006442415118764e-14,1.3683574482236323e-06,1
0.2924017738212865,16849.346913402234,0.00029763514416313193,8.640590974244456e-13,1.3683574482236323e-06,1
0.2924017738212865,1171.2188573591536,0.0011288378916846883,1.2442587139091679e-11,1.3683574482236323e-06,1
0.2924017738212865,81.39961012521987,0.004281332398719396,1.7944892204386432e-10,4.7224694685948025e-07,1
0.2924017738212865,5.657809224125856,0.01623776739188724,2.585702502753021e-09,8.164054469155509e-07,1
0.2924017738212865,0.3933014171266085,0.06158482110660267,3.7216535485995347e-08,8.596711123221524e-07,1
0.2924017738212865,0.1491656147300659,0.1,9.813580543026019e-08,8.596711123221524e-07,1
0.2924017738212865,0.07209035912030327,0.14384498882876628,2.0306554625649663e-07,8.596711123221524e-07,1
0.2924017738212865,0.03484065190292277,0.20691380811147897,4.2018372091290854e-07,8.596711123221524e-07,1
0.2924017738212865,0.027341525215516006,0.23357214690901212,5.354339563481019e-07,8.596711123221524e-07,1
0.2924017738212865,0.016838204914535873,0.29763514416313175,8.694370337170304e-07,8.596711123221524e-07,0
0.2924017738212865,0.00813777378485165,0.42813323987193935,1.799012557354291e-06,8.596711123221524e-07,0
0.2924017738212865,0.00393292485870711,0.6158482110660264,3.722444735895048e-06,8.596711123221524e-07,0
0.2924017738212865,0.001900753652710947,0.8858667904100825,7.702308855703228e-06,8.596711123221524e-07,0
0.2924017738212865,0.0019007536527109444,0.8858667904100832,7.702308855703277e-06,8.596711123221524e-07,0
0.2924017738212865,0.0009186204775541851,1.2742749857031335,1.5937222224915105e-05,8.596711123221524e-07,0
0.2924017738212865,0.0004439626992716778,1.8329807108324356,3.297643097748045e-05,8.596711123221524e-07,0
0.2924017738212865,0.00021456401856109473,2.636650898730358,6.823295832804987e-05,8.596711123221524e-07,0
0.2924017738212865,0.0001321388497964477,3.359818286283788,0.00011079522551409522,8.596711123221524e-07,0
0.2924017738212865,0.00010369727423285174,3.79269019073225,0.00014118365597093387,8.596711123221524e-07,0
0.2924017738212865,5.0116162807764014e-05,5.455594781168517,0.0002921288293758657,8.596711123221524e-07,0
0.2924017738212865,2.4220789709377124e-05,7.847599703514611,0.0006044553895530509,8.596711123221524e-07,0
0.2924017738212865,1.17057379736671e-05,11.288378916846883,0.0012507023900842885,8.596711123221524e-07,0
0.2924017738212865,9.186194437004024e-06,12.742749857031322,0.0015937390108236573,8.596711123221524e-07,0
0.2924017738212865,5.657301258099958e-06,16.23776739188721,0.0025878769867670164,8.596711123221524e-07,0
0.2924017738212865,2.7341341500227113e-06,23.357214690901213,0.005354676323400982,8.596711123221524e-07,0
0.2924017738212865,1.3213879334856928e-06,33.59818286283781,0.011079566851779231,8.596711123221524e-07,0
0.2924017738212865,6.386175608195354e-07,48.32930238571752,0.022925156800970237,8.596711123221524e-07,0
0.2924017738212865,6.386175608195354e-07,48.32930238571752,0.022925156800970237,8.596711123221524e-07,0
0.2924017738212865,3.086394089511645e-07,69.51927961775606,0.04743531941990875,8.596711123221524e-07,0
0.2924017738212865,1.491632721900574e-07,100.0,0.09815023222794109,8.596711123221524e-07,0
0.2924017738212865,4.439623170023627e-08,183.29807108324374,0.3297669674216212,8.596711123221524e-07,0
0.2924017738212865,3.086394025761559e-09,695.192796177562,4.743532859053154,8.596711123221524e-07,0
0.2924017738212865,2.1456388892488908e-10,2636.6508987303664,68.23334419122232,8.596711123221524e-07,0
0.2924017738212865,1.4916326983396202e-11,10000.0,981.5024673869827,8.596711123221524e-07,0
0.31755914099542404,127260091100.22276,1e-07,1.2012024693387588e-19,1.076150868183567e-06,1
0.31755914099542404,8847029857.352169,3.792690190732254e-07,1.7278695578785924e-18,1.076150868183567e-06,1
0.31755914099542404,615039142.4147351,1.438449888287663e-06,2.4854537734812734e-17,1.076150868183567e-06,1
0.31755914099542404,42757078.0926461,5.455594781168514e-06,3.5752007226491824e-16,1.076150868183567e-06,1
0.31755914099542404,2972441.2431288315,2.06913808111479e-05,5.142747484892116e-15,1.076150868183567e-06,1
0.31755914099542404,206641.93811516993,7.847599703514623e-05,7.39759670332049e-14,1.076150868183567e-06,1
