#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(K+->pi+  a) 

0.11,192.5804774160723,0.6158482110660264,0.1549047327340225
0.11,93.0734017157017,0.8858667904100825,0.3205177052486098
0.11,93.07340171570158,0.8858667904100832,0.32051770524861056
0.11,44.982283158867325,1.2742749857031335,0.6631898964205801
0.11,21.7401518720208,1.8329807108324356,1.3722171808833057
0.11,10.490472291257218,2.636650898730358,2.8393029297917622
0.11,6.460427913350942,3.359818286283788,4.610485943186835
0.11,5.069836191475447,3.79269019073225,5.875158401581522
0.11,2.4501434119717915,5.455594781168517,12.15831777502834
0.11,1.1841140623728401,7.847599703514611,25.165267342101252
0.11,0.5722792224942308,11.288378916846883,52.09760030177466
0.11,0.4491072609052527,12.742749857031322,66.40118689418588
0.11,0.27659299841973817,16.23776739188721,107.87449318980207
0.11,0.13368923582590528,23.357214690901213,223.40414066890924
0.11,0.06459442073048234,33.59818286283781,460.9431446661416
0.11,0.031220136082457894,48.32930238571752,953.5861343153347
0.11,0.031220136082457894,48.32930238571752,953.5861343153347
0.11,0.015090138170321373,69.51927961775606,1973.0100421164125
0.11,0.007293958331346351,100.0,4082.607295789041
0.11,0.0021702208611953403,183.29807108324374,13720.113163736562
0.11,0.0001508584417335935,695.192796177562,197294.71912793702
0.11,1.048750891991657e-05,2636.6508987303664,2838057.9019384193
0.11,7.290959612476686e-07,10000.0,40831800.445327066
0.154,2660670637169508.0,1e-07,7.528590798258203e-15
0.154,184967905996139.8,3.792690190732254e-07,1.082950059271806e-13
0.154,12858835577256.484,1.438449888287663e-06,1.5577693917806451e-12
0.154,893936986054.0464,5.455594781168514e-06,2.2407732075848025e-11
0.154,62145855294.145836,2.06913808111479e-05,3.223239970128339e-10
0.154,4320335091.27899,7.847599703514623e-05,4.636469174955063e-09
0.154,300346583.25369847,0.00029763514416313193,6.669328566755314e-08
0.154,20879878.10412113,0.0011288378916846883,9.593494931637742e-07
0.154,1451554.0849725697,0.004281332398719396,1.3799761709286233e-05
0.154,100910.99497332486,0.01623776739188724,0.00019850265618431942
0.154,7015.260308803661,0.06158482110660267,0.0028553610899525695
0.154,2660.671298207021,0.1,0.007528589707082669
0.154,1285.8841970282422,0.14384498882876628,0.015577689253617553
0.154,621.459164650128,0.20691380811147897,0.03223237979859897
0.154,487.6963967612632,0.23357214690901212,0.04107290840799245
0.154,300.3471615029222,0.29763514416313175,0.06669320104188542
0.154,145.15594842817325,0.42813323987193935,0.13799725994521805
0.154,70.15309563277607,0.6158482110660264,0.28553464001466466
0.154,33.90472019448906,0.8858667904100825,0.5908076917419289
0.154,33.904720194488995,0.8858667904100832,0.5908076917419299
0.154,16.38611755268244,1.2742749857031335,1.2224525680629659
0.154,7.919488486965384,1.8329807108324356,2.529396822485827
0.154,3.8214687313349263,2.636650898730358,5.233664108524758
0.154,2.3534043765023154,3.359818286283788,8.498471420759797
0.154,1.8468396916212848,3.79269019073225,10.829631926773672
0.154,0.8925381173708804,5.455594781168517,22.41132874253446
0.154,0.4313489865321611,7.847599703514611,46.38693359832692
0.154,0.20846980859011693,11.288378916846883,96.03108494649565
0.154,0.1636007309532107,12.742749857031322,122.3967703358207
0.154,0.10075724423073502,16.23776739188721,198.84418013620416
0.154,0.04870027465380767,23.357214690901213,411.79904421133347
0.154,0.0235304573714967,33.59818286283781,849.6527675849828
0.154,0.011372871451946941,48.32930238571752,1757.7376028415058
0.154,0.011372871451946941,48.32930238571752,1757.7376028415058
0.154,0.0054970350277868535,69.51927961775606,3636.833440643445
0.154,0.0026570424768348564,100.0,7525.436982780667
0.154,0.0007905680925585932,183.29807108324374,25290.17354101504
0.154,5.495472484756835e-05,695.192796177562,363671.7588204255
0.154,3.820390580543449e-06,2636.6508987303664,5231369.158760228
0.154,2.655951247641516e-07,10000.0,75264927.25903909
0.156,2559636569878971.0,1e-07,7.700943620063772e-15
0.156,177944090421249.8,3.792690190732254e-07,1.1077421489990344e-13
0.156,12370544978322.15,1.438449888287663e-06,1.5934315704791943e-12
0.156,859991375372.0085,5.455594781168514e-06,2.2920714645498258e-11
0.156,59785980893.345795,2.06913808111479e-05,3.2970299421290276e-10
0.156,4156278322.946961,7.847599703514623e-05,4.742612351936195e-09
0.156,288941474.9028132,0.00029763514416313193,6.822010207826138e-08
0.156,20087003.18757979,0.0011288378916846883,9.813119821175865e-07
0.156,1396433.9919223546,0.004281332398719396,1.4115681107029322e-05
0.156,97079.0857870289,0.01623776739188724,0.00020304699839205143
0.156,6748.868718655651,0.06158482110660267,0.0029207291720166144
0.156,2559.6372058895067,0.1,0.00770094250390784
0.156,1237.055112930912,0.14384498882876628,0.015934310933825278
0.156,597.8603974831822,0.20691380811147897,0.032970279062971605
0.156,469.17702435296695,0.23357214690901212,0.04201319482461068
0.156,288.9420312601626,0.29763514416313175,0.06822001551524934
0.156,139.64391868234202,0.42813323987193935,0.14115644574643035
0.156,67.48916108487232,0.6158482110660264,0.2920714145915418
0.156,32.617250941069194,0.8858667904100825,0.6043331144332132
0.156,32.61725094106914,0.8858667904100832,0.6043331144332144
0.156,15.763884966863497,1.2742749857031335,1.2504383034117195
0.156,7.618760543889591,1.8329807108324356,2.5873025702550283
0.156,3.676354898525354,2.636650898730358,5.353478931996831
0.156,2.2640378101619296,3.359818286283788,8.693027821771897
0.156,1.7767090647587893,3.79269019073225,11.07755583069032
0.156,0.8586454845376592,5.455594781168517,22.924393651053823
0.156,0.4149692351697066,7.847599703514611,47.44887455312404
0.156,0.20055351977010644,11.288378916846883,98.22953468497899
0.156,0.15738827005026693,12.742749857031322,125.19881248587987
0.156,0.09693115920163756,16.23776739188721,203.3963408877247
0.156,0.04685096538389846,23.357214690901213,421.2264030874567
0.156,0.022636927486657684,33.59818286283781,869.1039578505054
0.156,0.010941005699081388,48.32930238571752,1797.9776748498796
0.156,0.010941005699081388,48.32930238571752,1797.9776748498796
0.156,0.005288294390559109,69.51927961775606,3720.0918515105595
0.156,0.0025561458080954266,100.0,7697.717603956452
0.156,0.0007605475882299846,183.29807108324374,25869.144146610302
0.156,5.2867910192219826e-05,695.192796177562,371997.3346849279
0.156,3.675317573299658e-06,2636.6508987303664,5351131.443705712
0.156,2.5550959009376606e-07,10000.0,76987975.1631817
0.158,2463644473574203.0,1e-07,7.874263076027938e-15
0.158,171270789037143.97,3.792690190732254e-07,1.1326732842060079e-13
0.158,11906621873426.941,1.438449888287663e-06,1.6292937591325501e-12
0.158,827739775321.6608,5.455594781168514e-06,2.3436574258119957e-11
0.158,57543872891.325584,2.06913808111479e-05,3.371233762343807e-10
0.158,4000408589.8212886,7.847599703514623e-05,4.849350828834654e-09
0.158,278105523.34168047,0.00029763514416313193,6.975548157996537e-08
0.158,19333695.641052827,0.0011288378916846883,1.0033976468442593e-06
0.158,1344064.5939331537,0.004281332398719396,1.4433372326539085e-05
0.158,93438.40294105397,0.01623776739188724,0.00020761682736791613
0.158,6495.771047111195,0.06158482110660267,0.0029864638684496195
0.158,2463.6450857910045,0.1,0.007874261934751508
0.158,1190.6627794301382,0.14384498882876628,0.016292932712982208
0.158,575.4392954451406,0.20691380811147897,0.03371231680692975
0.158,451.58183662225997,0.23357214690901212,0.04295875480135775
0.158,278.106058885765,0.29763514416313175,0.06975539306874351
0.158,134.40695944965012,0.42813323987193935,0.14433334971945333
0.158,64.9581666415463,0.6158482110660264,0.29864485041670513
0.158,31.39403112009496,0.8858667904100825,0.61793439393639
0.158,31.394031120094912,0.8858667904100832,0.6179343939363914
0.158,15.172704061578367,1.2742749857031335,1.278580995678603
0.158,7.3330400195978065,1.8329807108324356,2.6455330801788985
0.158,3.538482904664496,2.636650898730358,5.473965732288666
0.158,2.1791310415540526,3.359818286283788,8.888675384860846
0.158,1.710078274983739,3.79269019073225,11.326870206267063
0.158,0.8264442481855888,5.455594781168517,23.44033606433903
0.158,0.3994069076118689,7.847599703514611,48.51677136283882
0.158,0.19303228926514265,11.288378916846883,100.44031434409206
0.158,0.15148583866143012,12.742749857031322,128.01656978134653
0.158,0.093296012652232,16.23776739188721,207.97403225737932
0.158,0.04509394455250757,23.357214690901213,430.7066349425051
0.158,0.021787988895618893,33.59818286283781,888.6642393669807
0.158,0.010530692039695507,48.32930238571752,1838.443431751255
0.158,0.010530692039695507,48.32930238571752,1838.443431751255
0.158,0.005089970860610472,69.51927961775606,3803.817213966231
0.158,0.002460284333536002,100.0,7870.9644543563845
0.158,0.0007320252462804576,183.29807108324374,26451.361886533447
0.158,5.088523742697948e-05,695.192796177562,380369.60422079783
0.158,3.5374843935787522e-06,2636.6508987303664,5471565.410810659
0.158,2.459273710431456e-07,10000.0,78720686.71508823
0.16,2372385614280334.5,1e-07,8.048489982586545e-15
0.16,164926538880296.16,3.792690190732254e-07,1.1577349516336012e-13
0.16,11465574172808.05,1.438449888287663e-06,1.6653437118440746e-12
0.16,797078456897.5673,5.455594781168514e-06,2.3955134762626632e-11
0.16,55412320122.35196,2.06913808111479e-05,3.4458260923216087e-10
0.16,3852224576.8549867,7.847599703514623e-05,4.956648157558332e-09
0.16,267803877.5093719,0.00029763514416313193,7.12988998851249e-08
0.16,18617532.64389056,0.0011288378916846883,1.0255989457302558e-06
0.16,1294277.4582586864,0.004281332398719396,1.4752726885484053e-05
0.16,89977.23711214366,0.01623776739188724,0.00021221058264794305
0.16,6255.1532703849925,0.06158482110660267,0.0030525427327605013
0.16,2372.3862038659126,0.1,0.008048488816058096
0.16,1146.5579874812506,0.14384498882876628,0.016653432132158627
0.16,554.123746813249,0.20691380811147897,0.03445823964611916
0.16,434.8542431627838,0.23357214690901212,0.043909265456943535
0.16,267.8043932569828,0.29763514416313175,0.07129880941549294
0.16,129.4282273977767,0.42813323987193935,0.14752688704377998
0.16,62.55197201235103,0.6158482110660264,0.3052527028525939
0.16,30.23112656268868,0.8858667904100825,0.631606885809244
0.16,30.231126562688623,0.8858667904100832,0.6316068858092453
0.16,14.610673458850245,1.2742749857031335,1.3068710349509607
0.16,7.061407970920849,1.8329807108324356,2.704068468228258
0.16,3.407409273407837,2.636650898730358,5.5950833666547215
0.16,2.098410961076283,3.359818286283788,9.085347302061908
0.16,1.6467329988282704,3.79269019073225,11.57748991988022
0.16,0.7958308303476482,5.455594781168517,23.95897980302957
0.16,0.38461194642416097,7.847599703514611,49.59025937170309
0.16,0.185881924583775,11.288378916846883,102.66266900674232
0.16,0.14587445131305085,12.742749857031322,130.849080039881
0.16,0.08984011203090854,16.23776739188721,212.57569109641847
0.16,0.043423560736569125,23.357214690901213,440.23650255243444
0.16,0.0209809108836697,33.59818286283781,908.3269328659474
0.16,0.010140610655213895,48.32930238571752,1879.1210556640424
0.16,0.010140610655213895,48.32930238571752,1879.1210556640424
0.16,0.004901426513707117,69.51927961775606,3887.9809382290523
0.16,0.0023691497098424935,100.0,8045.118375209006
0.16,0.0007049093212199264,183.29807108324374,27036.627950323345
0.16,4.900032899108745e-05,695.192796177562,388785.7085409676
0.16,3.4064476803541003e-06,2636.6508987303664,5592629.935370524
0.16,2.3681764502427547e-07,10000.0,80462470.24405023
0.162,2285572932336330.5,1e-07,8.223563705188833e-15
0.162,158891383769863.6,3.792690190732254e-07,1.1829184293055376e-13
0.162,11046014537149.357,1.438449888287663e-06,1.701568882487966e-12
0.162,767910973269.8867,5.455594781168514e-06,2.4476215689285706e-11
0.162,53384617672.2929,2.06913808111479e-05,3.520780972395766e-10
0.162,3711260163.247699,7.847599703514623e-05,5.064466996427609e-09
0.162,258004133.02363202,0.00029763514416313193,7.284981985239121e-08
0.162,17936261.46678203,0.0011288378916846883,1.047908152266445e-06
0.162,1246915.9767800143,0.004281332398719396,1.5073633641902287e-05
0.162,86684.70101661987,0.01623776739188724,0.00021682666551071074
0.162,6026.2585122941255,0.06158482110660267,0.0031189427681439313
0.162,2285.5735003856976,0.1,0.008223562513285623
0.162,1104.6020030873701,0.14384498882876628,0.0170156837301341
0.162,533.8467023837508,0.20691380811147897,0.03520778798403348
0.162,418.9416264310273,0.23357214690901212,0.044864395994089167
0.162,258.0046299325547,0.29763514416313175,0.07284972741483046
0.162,124.69206165975174,0.42813323987193935,0.1507359463026673
0.162,60.2630083852372,0.6158482110660264,0.3118926722305068
0.162,29.1248792925354,0.8858667904100825,0.6453458317430902
0.162,29.12487929253537,0.8858667904100832,0.6453458317430918
0.162,14.076025263599641,1.2742749857031335,1.3352985757126425
0.162,6.803009966945338,1.8329807108324356,2.762888362882838
0.162,3.2827216759935953,2.636650898730358,5.716789683664458
0.162,2.0216236410400237,3.359818286283788,9.282975127498482
0.162,1.586473965897077,3.79269019073225,11.829327750709263
0.162,0.7667089278908187,5.455594781168517,24.480144368425634
0.162,0.37053780994540214,7.847599703514611,50.66896498378695
0.162,0.17907993235005343,11.288378916846883,104.89582524774944
0.162,0.1405364559257759,12.742749857031322,133.69535748959265
0.162,0.08655258595624805,16.23776739188721,217.19971593281926
0.162,0.04183455938842631,23.357214690901213,449.81268932709884
0.162,0.02021315453857854,33.59818286283781,928.0851953252185
0.162,0.009769534428084686,48.32930238571752,1919.9963899375791
0.162,0.009769534428084686,48.32930238571752,1919.9963899375791
0.162,0.004722068230456905,69.51927961775606,3972.5537335900685
0.162,0.0022824552493692363,100.0,8220.118757364075
0.162,0.0006791145116309859,183.29807108324374,27624.738653339322
0.162,4.720725529220852e-05,695.192796177562,397242.71866784844
0.162,3.2817952149255955e-06,2636.6508987303664,5714282.884438076
0.162,2.2815175445722057e-07,10000.0,82212719.5735368
0.164,2202939584339833.0,1e-07,8.399422131770296e-15
0.164,153146772944743.88,3.792690190732254e-07,1.2082147827125928e-13
0.164,10646653330902.66,1.438449888287663e-06,1.73795641922043e-12
0.164,740147669904.3385,5.455594781168514e-06,2.499963217076446e-11
0.164,51454532822.51074,2.06913808111479e-05,3.596071810326871e-10
0.164,3577082054.889677,7.847599703514623e-05,5.172769093838682e-09
0.164,248676167.59008843,0.00029763514416313193,7.440769125161213e-08
0.164,17287788.029521983,0.0011288378916846883,1.0703173516678178e-06
0.164,1201834.5705497386,0.004281332398719396,1.5395978745577688e-05
0.164,83550.67411086847,0.01623776739188724,0.00022146343827791863
0.164,5808.383199876178,0.06158482110660267,0.0031856404174194332
0.164,2202.9401318842706,0.1,0.008399420914378597
0.164,1064.6658626320427,0.14384498882876628,0.01737955898850914
0.164,514.5458349113038,0.20691380811147897,0.0359606958984428
0.164,403.7950744881104,0.23357214690901212,0.04582380755480584
0.164,248.67664656237787,0.29763514416313175,0.07440759683730201
0.164,120.18390428881104,0.42813323987193935,0.15395938899690084
0.164,58.08423998313729,0.6158482110660264,0.31856240284451504
0.164,28.071888946632402,0.8858667904100825,0.6591463574810545
0.164,28.071888946632345,0.8858667904100832,0.6591463574810559
0.164,13.567116084595872,1.2742749857031335,1.3638535325366685
0.164,6.55705174966908,1.8329807108324356,2.8219718962189067
0.164,3.1640368300067196,2.636650898730358,5.839041504761439
0.164,1.9485330416259063,3.359818286283788,9.481488747437572
0.164,1.5291159433546315,3.79269019073225,12.082294352578424
0.164,0.7389890217380128,5.455594781168517,25.00364486352147
0.164,0.35714123511683676,7.847599703514611,51.7525054995536
0.164,0.17260540369932348,11.288378916846883,107.13899079547838
0.164,0.13545544388471964,12.742749857031322,136.55439233777304
0.164,0.08342332884446717,16.23776739188721,221.84446627065464
0.164,0.04032205608471842,23.357214690901213,459.4317978592708
0.164,0.019482359806956225,33.59818286283781,947.9320169751146
0.164,0.009416322686617115,48.32930238571752,1961.054932958711
0.164,0.009416322686617115,48.32930238571752,1961.054932958711
0.164,0.004551344673660608,69.51927961775606,4057.5055955983444
0.164,0.0021999344595919554,100.0,8395.903514776572
0.164,0.0006545615253095753,183.29807108324374,28215.485347650847
0.164,4.5500504469086006e-05,695.192796177562,405737.63425192697
0.164,3.1631438188262575e-06,2636.6508987303664,5836481.098390574
0.164,2.1990306063964414e-07,10000.0,83970813.75599724
0.166,2124237456072727.2,1e-07,8.576001645208063e-15
0.166,147675457683230.38,3.792690190732254e-07,1.2336148608504374e-13
0.166,10266291435360.613,1.438449888287663e-06,1.7744931587803104e-12
0.166,713705184932.211,5.455594781168514e-06,2.5525194860147514e-11
0.166,49616270315.945076,2.06913808111479e-05,3.6716713695099914e-10
0.166,3449287369.6848817,7.847599703514623e-05,5.281515271300229e-09
0.166,239791973.13565338,0.00029763514416313193,7.597195051982299e-08
0.166,16670165.231045796,0.0011288378916846883,1.0928184373635391e-06
0.166,1158897.8785044474,0.004281332398719396,1.5719645587551178e-05
0.166,80565.74619121265,0.01623776739188724,0.00022611922358813113
0.166,5600.873142493188,0.06158482110660267,0.0032526115525845444
0.166,2124.237984083645,0.1,0.008576000402223363
0.166,1026.6296541866388,0.14384498882876628,0.017744926274711616
0.166,496.1631917699135,0.20691380811147897,0.036716691023466023
0.166,389.36910842200894,0.23357214690901212,0.046787153070122635
0.166,239.79243502101247,0.29763514416313175,0.07597185412065814
0.166,115.89021912973831,0.42813323987193935,0.15719604903990772
0.166,56.00912485509669,0.6158482110660264,0.3252594819067856
0.166,27.06899382595981,0.8858667904100825,0.6730034706564999
0.166,27.06899382595978,0.8858667904100832,0.6730034706565012
0.166,13.082417876420413,1.2742749857031335,1.392525575612678
0.166,6.322794808026868,1.8329807108324356,2.881297694655039
0.166,3.0509983596723482,2.636650898730358,5.961794605115069
0.166,1.8789196931586387,3.359818286283788,9.680816349196684
0.166,1.4744867018327579,3.79269019073225,12.336298214334628
0.166,0.712587877111966,5.455594781168517,25.529291911009576
0.166,0.3443819959658936,7.847599703514611,52.84048894614463
0.166,0.16643889756489008,11.288378916846883,109.39135418049274
0.166,0.1306161584507925,12.742749857031322,139.42515032308594
0.166,0.08044294450941221,16.23776739188721,226.50826186258746
0.166,0.03888150927283244,23.357214690901213,469.09034841800184
0.166,0.01878633231619666,33.59818286283781,967.8602181898651
0.166,0.009079914836140509,48.32930238571752,2002.2818317208046
0.166,0.009079914836140509,48.32930238571752,2002.2818317208046
0.166,0.004388743210371306,69.51927961775606,4142.805792754974
0.166,0.002121339555617568,100.0,8572.40905697358
0.166,0.0006311766365221143,183.29807108324374,28808.654329508936
0.166,4.387495161027611e-05,695.192796177562,414267.3822412087
0.166,3.0501372139284832e-06,2636.6508987303664,5959180.371789913
0.166,2.1204679498482788e-07,10000.0,85736116.79749137
0.168,2049235731516064.2,1e-07,8.753237094700963e-15
0.168,142461391821961.8,3.792690190732254e-07,1.2591092921028052e-13
0.168,9903813332805.688,1.438449888287663e-06,1.8111656205672362e-12
0.168,688505968365.3811,5.455594781168514e-06,2.6052709845753887e-11
0.168,47864438933.28725,2.06913808111479e-05,3.747551756721546e-10
0.168,3327501313.9507155,7.847599703514623e-05,5.3906654058079065e-09
0.168,231325494.27350712,0.00029763514416313193,7.754202050771262e-08
0.168,16081581.719631571,0.0011288378916846883,1.1154031073499865e-06
0.168,1117979.9767772409,0.004281332398719396,1.6044514747660946e-05
0.168,77721.16312108311,0.01623776739188724,0.00023079230364217025
0.168,5403.119758823497,0.06158482110660267,0.003319831463960171
0.168,2049.2362409087996,0.1,0.008753235826028188
0.168,990.3818259251765,0.14384498882876628,0.018111650782778172
0.168,478.64486071460925,0.20691380811147897,0.03747549442703954
0.168,375.6214200506852,0.23357214690901212,0.04775407710394786
0.168,231.3259398725969,0.29763514416313175,0.07754192211631993
0.168,111.79841375005849,0.42813323987193935,0.16044473223316058
0.168,54.0315771461393,0.6158482110660264,0.3319814384621214
0.168,26.113252660748145,0.8858667904100825,0.6869120585470742
0.168,26.113252660748106,0.8858667904100832,0.6869120585470757
0.168,12.620509126728498,1.2742749857031335,1.4213041260997779
0.168,6.0995521187378605,1.8329807108324356,2.940843869336615
0.168,2.943274738336458,2.636650898730358,6.085003693724833
0.168,1.8125794290014325,3.359818286283788,9.880884388836902
0.168,1.422426021063915,3.79269019073225,12.591245618678672
0.168,0.6874280629782762,5.455594781168517,26.056891568084207
0.168,0.33222267136532924,7.847599703514611,53.93251390104042
0.168,0.1605623284428678,11.288378916846883,111.65208437049337
0.168,0.1260044066845183,12.742749857031322,142.30657225027684
0.168,0.07760269192284996,16.23776739188721,231.1893819539651
0.168,0.037508694058564565,23.357214690901213,478.7847773831713
0.168,0.018123030703726763,33.59818286283781,987.8624462576532
0.168,0.008759324235167903,48.32930238571752,2043.6618751417147
0.168,0.008759324235167903,48.32930238571752,2043.6618751417147
0.168,0.004233786952200466,69.51927961775606,4228.422852687676
0.168,0.00204644002973946,100.0,8749.570260446375
0.168,0.0006088912603032307,183.29807108324374,29404.02674320585
0.168,4.2325829159495945e-05,695.192796177562,422828.8154987215
0.168,2.9424439650486113e-06,2636.6508987303664,6082335.433495573
0.168,2.0455991599318312e-07,10000.0,87507977.3715702
0.17,1977719550288098.5,1e-07,8.931061766012883e-15
0.17,137489638421980.75,3.792690190732254e-07,1.2846884799611473e-13
0.17,9558180618001.873,1.438449888287663e-06,1.8479600004845575e-12
0.17,664477831019.8907,5.455594781168514e-06,2.658197856257073e-11
0.17,46194020134.47224,2.06913808111479e-05,3.823684409379481e-10
0.17,3211375002.39712,7.847599703514623e-05,5.500178411518746e-09
0.17,223252476.74961612,0.00029763514416313193,7.911731021601879e-08
0.17,15520351.357011167,0.0011288378916846883,1.1380628603989336e-06
0.17,1078963.6462503283,0.004281332398719396,1.6370463939999086e-05
0.17,75008.77591180116,0.01623776739188724,0.00023548091941853657
0.17,5214.556536994349,0.06158482110660267,0.003387274848904819
0.17,1977.7200419255362,0.1,0.008931060471566634
0.17,955.8185372733309,0.14384498882876628,0.01847959447178364
0.17,461.9406562962092,0.20691380811147897,0.038236820483519174
0.17,362.51262583291805,0.23357214690901212,0.04872421569072902
0.17,223.25290681722453,0.29763514416313175,0.07911720982577503
0.17,107.89676619516406,0.42813323987193935,0.16370421572074514
0.17,52.14593169847327,0.6158482110660264,0.3387257422593901
0.17,25.201927502435716,0.8858667904100825,0.7008668857395508
0.17,25.201927502435687,0.8858667904100832,0.7008668857395522
0.17,12.180066588003442,1.2742749857031335,1.4501783512948174
0.17,5.886684150275048,1.8329807108324356,3.000588006138421
0.17,2.840557358824502,2.636650898730358,6.208622392734311
0.17,1.7493221972055117,3.359818286283788,10.08161755757281
0.17,1.3727847573187517,3.79269019073225,12.847040599361264
0.17,0.6634375013574147,5.455594781168517,26.586245237860844
0.17,0.320628427225797,7.847599703514611,55.02816930871629
0.17,0.1549588611301977,11.288378916846883,113.92033039075632
0.17,0.12160697684117432,12.742749857031322,145.19757350640077
0.17,0.07489443434280754,16.23776739188721,235.88606449689055
0.17,0.036199677620109824,23.357214690901213,488.5114356178551
0.17,0.017490554734328926,33.59818286283781,1007.9311720223761
0.17,0.008453632452352488,48.32930238571752,2085.1794871163493
0.17,0.008453632452352488,48.32930238571752,2085.1794871163493
0.17,0.004086031979584352,69.51927961775606,4314.32454777625
0.17,0.0019750213098522146,100.0,8927.32043890622
0.17,0.0005876415532288244,183.29807108324374,30001.378481115797
0.17,4.084869916246946e-05,695.192796177562,431418.7113651075
0.17,2.839755550573709e-06,2636.6508987303664,6205899.925987725
0.17,1.9742097512293311e-07,10000.0,89285728.5217922
0.17200000000000001,1909488763338943.2,1e-07,9.10940735051348e-15
0.17200000000000001,132746283265522.95,3.792690190732254e-07,1.3103425985712953e-13
0.17200000000000001,9228425984553.758,1.438449888287663e-06,1.884862164533443e-12
0.17200000000000001,641553526451.9603,5.455594781168514e-06,2.7112797700107656e-11
0.17200000000000001,44600338995.17168,2.06913808111479e-05,3.9000400822885744e-10
0.17200000000000001,3100583437.6525226,7.847599703514623e-05,5.610012220684954e-09
0.17200000000000001,215550326.98083046,0.00029763514416313193,8.069721452127028e-08
0.17200000000000001,14984903.453559974,0.0011288378916846883,1.1607889921124843e-06
0.17200000000000001,1041739.6937124562,0.004281332398719396,1.6697367956163842e-05
0.17200000000000001,72420.9935299324,0.01623776739188724,0.00024018326985712112
0.17200000000000001,5034.655753782882,0.06158482110660267,0.0034549158000726876
0.17200000000000001,1909.4892380349386,0.1,0.009109406030218259
0.17200000000000001,922.8430575441454,0.14384498882876628,0.01884861600178203
0.17200000000000001,446.0038292260642,0.20691380811147897,0.03900037674113332
0.17200000000000001,350.0060387893499,0.23357214690901212,0.0496971961665516
0.17200000000000001,215.55074222886452,0.29763514416313175,0.08069711212632015
0.17200000000000001,104.174357103893,0.42813323987193935,0.1669732474218843
0.17200000000000001,50.34691124335148,0.6158482110660264,0.34548980257734024
0.17200000000000001,24.33246786765791,0.8858667904100825,0.7148625917002918
0.17200000000000001,24.332467867657865,0.8858667904100832,0.7148625917002933
0.17200000000000001,11.759857614396656,1.2742749857031335,1.4791371596053828
0.17200000000000001,5.683595159256283,1.8329807108324356,3.0605071552631884
0.17200000000000001,2.7425587454222016,2.636650898730358,6.3326032159091605
0.17200000000000001,1.6889709593776083,3.359818286283788,10.282938746824811
0.17200000000000001,1.325423979288741,3.79269019073225,13.103584896649094
0.17200000000000001,0.6405490497149641,5.455594781168517,27.11714957721569
0.17200000000000001,0.3095668146735761,7.847599703514611,56.12703428988885
0.17200000000000001,0.14961281318684153,11.288378916846883,116.19522092923154
0.17200000000000001,0.11741156182706405,12.742749857031322,148.0970435574995
0.17200000000000001,0.0723105921738941,16.23776739188721,240.5965053325298
0.17200000000000001,0.03495079642497258,23.357214690901213,498.26658677491463
0.17200000000000001,0.016887134289875205,33.59818286283781,1028.05868638968
0.17200000000000001,0.008161983945044523,48.32930238571752,2126.8187192884548
0.17200000000000001,0.008161983945044523,48.32930238571752,2126.8187192884548
0.17200000000000001,0.003945064769775692,69.51927961775606,4400.477880197096
0.17200000000000001,0.001906883516305099,100.0,9105.591312338063
0.17200000000000001,0.0005673680434989532,183.29807108324374,30600.48007969615
0.17200000000000001,3.9439427551819245e-05,695.192796177562,440033.77016312233
0.17200000000000001,2.741784574772953e-06,2636.6508987303664,6329826.383854626
0.17200000000000001,1.9060999251020726e-07,10000.0,91068687.35221682
0.17400000000000002,1844356786777573.5,1e-07,9.288203912945845e-15
0.17400000000000002,128218355174895.95,3.792690190732254e-07,1.336061588097001e-13
0.17400000000000002,8913647685532.365,1.438449888287663e-06,1.9218576421435665e-12
0.17400000000000002,619670365864.6904,5.455594781168514e-06,2.7644959106461955e-11
0.17400000000000002,43079037435.38497,2.06913808111479e-05,3.976588833840709e-10
0.17400000000000002,2994823649.134766,7.847599703514623e-05,5.7201237638036714e-09
0.17400000000000002,208197982.67053366,0.00029763514416313193,8.228111389025143e-08
0.17400000000000002,14473773.773590023,0.0011288378916846883,1.1835725908157904e-06
0.17400000000000002,1006206.32655336,0.004281332398719396,1.702509860617831e-05
0.17400000000000002,69950.73942649511,0.01623776739188724,0.00024489751100935126
0.17400000000000002,4862.925452557857,0.06158482110660267,0.0035227277931889523
0.17400000000000002,1844.3572453001611,0.1,0.009288202566736289
0.17400000000000002,891.36521200041,0.14384498882876628,0.019218570667113407
0.17400000000000002,430.79079866176886,0.20691380811147897,0.03976586378398566
0.17400000000000002,338.06745841099166,0.23357214690901212,0.05067263699329272
0.17400000000000002,208.19838377082166,0.29763514416313175,0.08228100948552561
0.17400000000000002,100.62100717779961,0.42813323987193935,0.17025054544012685
0.17400000000000002,48.629596180329145,0.6158482110660264,0.35227096700213484
0.17400000000000002,23.502496132702845,0.8858667904100825,0.7288936882458096
0.17400000000000002,23.502496132702817,0.8858667904100832,0.7288936882458111
0.17400000000000002,11.358733102904926,1.2742749857031335,1.5081691953160823
0.17400000000000002,5.489729778903022,1.8329807108324356,3.1205778204124277
0.17400000000000002,2.6490109070970047,2.636650898730358,6.456897546230098
0.17400000000000002,1.631360676529779,3.359818286283788,10.484769011834448
0.17400000000000002,1.2802141722287559,3.79269019073225,13.360777910959676
