#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(B+->K+  a)*BR_theo(a->  mu  mu) 

0.7846153846153846,620805896.5778613,1.6037187437513308e-06,2.830349287571163e-13
0.7846153846153846,387103972.55854386,2.030917620904735e-06,4.539084204243955e-13
0.7846153846153846,241378966.26931894,2.571913809059347e-06,7.279414418846416e-13
0.7846153846153846,150512031.6169616,3.257020655659783e-06,1.167413334969337e-12
0.7846153846153846,93851887.80658656,4.124626382901348e-06,1.8722026476769517e-12
0.7846153846153846,58521413.53787315,5.223345074266844e-06,3.0024864799274447e-12
0.7846153846153846,36491070.370559886,6.6147406412301455e-06,4.81514385019684e-12
0.7846153846153846,22754033.71551675,8.376776400682924e-06,7.722136457886355e-12
0.7846153846153846,14188294.424544998,1.0608183551394482e-05,1.2384135008668563e-11
0.7846153846153846,8847121.401331784,1.3433993325988988e-05,1.986066951365181e-11
0.7846153846153846,5516629.041621234,1.7012542798525893e-05,3.1850928154679716e-11
0.7846153846153846,3439898.085730089,2.1544346900318823e-05,5.1079930979789876e-11
0.7846153846153846,2144950.9736025715,2.7283333764867696e-05,8.191784400573373e-11
0.7846153846153846,1337485.7511658384,3.455107294592218e-05,1.313731851412191e-10
0.7846153846153846,833990.2188890517,4.37547937507418e-05,2.106856479294269e-10
0.7846153846153846,520035.2100124388,5.541020330009492e-05,3.378805450631986e-10
0.7846153846153846,324268.3335660896,7.017038286703822e-05,5.418654238924854e-10
0.7846153846153846,202197.75373440902,8.886238162743407e-05,8.68999905756174e-10
0.7846153846153846,126080.55357189846,0.00011253355826007646,1.3936319254523488e-09
0.7846153846153846,78617.61677559001,0.00014251026703029977,2.2349951097458258e-09
0.7846153846153846,49022.066592498144,0.00018047217668271703,3.5843081281471334e-09
0.7846153846153846,30567.738031987286,0.00022854638641349906,5.7482367466019815e-09
0.7846153846153846,19060.52594688391,0.0002894266124716752,9.218602082071767e-09
0.7846153846153846,11885.193054035199,0.0003665241237079626,1.4784195168561096e-08
0.7846153846153846,7411.006423740546,0.00046415888336127773,2.3710158257487096e-08
0.7846153846153846,4621.121696045501,0.0005878016072274912,3.802582165129103e-08
0.7846153846153846,2881.4852896999637,0.0007443803013251688,6.098667994216028e-08
0.7846153846153846,1796.7330732261182,0.0009426684551178855,9.781601021373246e-08
0.7846153846153846,1120.3356985876949,0.0011937766417144358,1.5689549175335204e-07
0.7846153846153846,698.5695331441196,0.0015117750706156615,2.516764653189281e-07
0.7846153846153846,435.5797091895276,0.0019144819761699576,4.0374723832998904e-07
0.7846153846153846,271.5953179560171,0.0024244620170823282,6.477542483610357e-07
0.7846153846153846,169.34567476569975,0.00307029062975785,1.0392957264040172e-06
0.7846153846153846,105.59030178788164,0.003888155180308085,1.6675816880745537e-06
0.7846153846153846,65.83746681414813,0.0049238826317067365,2.675737311566164e-06
0.7846153846153846,41.05087285637567,0.006235507341273912,4.293364277910333e-06
0.7846153846153846,25.59603858674961,0.007896522868499725,6.888761235520869e-06
0.7846153846153846,15.959703705005774,0.01,1.105267334878206e-05
0.8384615384615385,1486876796.3056808,1e-06,1.1023539880062155e-13
0.8384615384615385,927143117.8904091,1.2663801734674021e-06,1.7678657528757059e-13
0.8384615384615385,578120771.7987425,1.6037187437513308e-06,2.8351594444800783e-13
0.8384615384615385,360487631.66642475,2.030917620904735e-06,4.546798343039853e-13
0.8384615384615385,224782327.3664726,2.571913809059347e-06,7.291785727827066e-13
0.8384615384615385,140163185.24526346,3.257020655659783e-06,1.1693973449794914e-12
0.8384615384615385,87398857.05436096,4.124626382901348e-06,1.8753844417191904e-12
0.8384615384615385,54497621.47519398,5.223345074266844e-06,3.0075891826747223e-12
0.8384615384615385,33982031.876117215,6.6147406412301455e-06,4.823327150244088e-12
0.8384615384615385,21189520.92056912,8.376776400682924e-06,7.73526016957745e-12
0.8384615384615385,13212741.322918624,1.0608183551394482e-05,1.2405181751145291e-11
0.8384615384615385,8238814.54884623,1.3433993325988988e-05,1.9894422569184923e-11
0.8384615384615385,5137318.857391902,1.7012542798525893e-05,3.190505856282529e-11
0.8384615384615385,3203378.942103824,2.1544346900318823e-05,5.1166740930780624e-11
0.8384615384615385,1997469.2881709214,2.7283333764867696e-05,8.205706275344062e-11
0.8384615384615385,1245523.4381572045,3.455107294592218e-05,1.3159645286196972e-10
0.8384615384615385,776647.0513161084,4.37547937507418e-05,2.1104370657257794e-10
0.8384615384615385,484278.8359973549,5.541020330009492e-05,3.3845477045892586e-10
0.8384615384615385,301972.42053373065,7.017038286703822e-05,5.427863200263697e-10
0.8384615384615385,188295.1210505455,8.886238162743407e-05,8.704767644358209e-10
0.8384615384615385,117411.55704498569,0.00011253355826007646,1.396000392233642e-09
0.8384615384615385,73212.05796843611,0.00014251026703029977,2.2387934668288388e-09
0.8384615384615385,45651.426846916824,0.00018047217668271703,3.5903996324243424e-09
0.8384615384615385,28465.973665455345,0.00022854638641349906,5.758005831172565e-09
0.8384615384615385,17749.969889490236,0.0002894266124716752,9.234269026507621e-09
0.8384615384615385,11067.995680216272,0.0003665241237079626,1.4809320797446111e-08
0.8384615384615385,6901.4433937398635,0.00046415888336127773,2.375045349675201e-08
0.8384615384615385,4303.384449936899,0.0005878016072274912,3.8090446262447854e-08
0.8384615384615385,2683.3612713589887,0.0007443803013251688,6.109032638440407e-08
0.8384615384615385,1673.1940161305215,0.0009426684551178855,9.798224788561553e-08
0.8384615384615385,1043.3041030094048,0.0011937766417144358,1.5716213469238413e-07
0.8384615384615385,650.5375677074438,0.0015117750706156615,2.521041880863361e-07
0.8384615384615385,405.63029336724475,0.0019144819761699576,4.044334047809817e-07
0.8384615384615385,252.92107558603755,0.0024244620170823282,6.488551039330967e-07
0.8384615384615385,157.70187260009183,0.00307029062975785,1.0410620056871462e-06
0.8384615384615385,98.33016611378312,0.003888155180308085,1.6704157380389157e-06
0.8384615384615385,61.31064068166531,0.0049238826317067365,2.6802847203850815e-06
0.8384615384615385,38.22831343174313,0.006235507341273912,4.300660841789537e-06
0.8384615384615385,23.836116462262744,0.007896522868499725,6.9004686742226705e-06
0.8384615384615385,14.862352825925681,0.01,1.1071457353534554e-05
0.8923076923076922,1391604878.7246614,1e-06,1.1043529915389095e-13
0.8923076923076922,867736243.7412313,1.2663801734674021e-06,1.7710715923100246e-13
0.8923076923076922,541077571.8110002,1.6037187437513308e-06,2.8403007092706384e-13
0.8923076923076922,337389317.119831,2.030917620904735e-06,4.555043485751798e-13
0.8923076923076922,210379356.3740291,2.571913809059347e-06,7.305008617741009e-13
0.8923076923076922,131182202.1094998,3.257020655659783e-06,1.1715179246201307e-12
0.8923076923076922,81798758.42705934,4.124626382901348e-06,1.878785255037746e-12
0.8923076923076922,51005675.86514318,5.223345074266844e-06,3.0130431307408787e-12
0.8923076923076922,31804626.627625354,6.6147406412301455e-06,4.832073748993403e-12
0.8923076923076922,19831798.279566627,8.376776400682924e-06,7.749287253956734e-12
0.8923076923076922,12366132.373566665,1.0608183551394482e-05,1.2427677249338113e-11
0.8923076923076922,7710910.917144557,1.3433993325988988e-05,1.9930499021423884e-11
0.8923076923076922,4808144.160480452,1.7012542798525893e-05,3.196291504583983e-11
0.8923076923076922,2998121.8183724503,2.1544346900318823e-05,5.12595264579373e-11
0.8923076923076922,1869481.058167062,2.7283333764867696e-05,8.220586464479839e-11
0.8923076923076922,1165716.283563152,3.455107294592218e-05,1.3183508925020141e-10
0.8923076923076922,726883.2416675152,4.37547937507418e-05,2.114264122368352e-10
0.8923076923076922,453248.5761508476,5.541020330009492e-05,3.3906852274702326e-10
0.8923076923076922,282623.47942977067,7.017038286703822e-05,5.437706061855784e-10
0.8923076923076922,176230.07484232253,8.886238162743407e-05,8.720552829071703e-10
0.8923076923076922,109888.38887573441,0.00011253355826007646,1.3985318927860101e-09
0.8923076923076922,68520.9812297753,0.00014251026703029977,2.2428532843998466e-09
0.8923076923076922,42726.30286455823,0.00018047217668271703,3.596910446327509e-09
0.8923076923076922,26642.010911252935,0.00022854638641349906,5.76844737217514e-09
0.8923076923076922,16612.637144669523,0.0002894266124716752,9.251014407479318e-09
0.8923076923076922,10358.811722031154,0.0003665241237079626,1.4836175952918375e-08
0.8923076923076922,6459.232077204145,0.00046415888336127773,2.3793522465234555e-08
0.8923076923076922,4027.644261518136,0.0005878016072274912,3.815951931934292e-08
0.8923076923076922,2511.42438070624,0.0007443803013251688,6.12011073473096e-08
0.8923076923076922,1565.98378728257,0.0009426684551178855,9.815992855785056e-08
0.8923076923076922,976.4541918809801,0.0011937766417144358,1.574471320498717e-07
0.8923076923076922,608.854248088623,0.0015117750706156615,2.525613532396243e-07
0.8923076923076922,379.63945455863114,0.0019144819761699576,4.0516680365360415e-07
0.8923076923076922,236.71510930579805,0.0024244620170823282,6.500317371637177e-07
0.8923076923076922,147.59709504830812,0.00307029062975785,1.0429498672593934e-06
0.8923076923076922,92.02964203535154,0.003888155180308085,1.67344487060662e-06
0.8923076923076922,57.38214976949068,0.0049238826317067365,2.685145151397939e-06
0.8923076923076922,35.77882703381945,0.006235507341273912,4.308459666836668e-06
0.8923076923076922,22.308812815979845,0.007896522868499725,6.912981998119641e-06
0.8923076923076922,13.910044781136389,0.01,1.109153436129675e-05
0.9461538461538462,1308084465.2312849,1e-06,1.1064815555691483e-13
0.9461538461538462,815657028.5929809,1.2663801734674021e-06,1.7744852103427125e-13
0.9461538461538462,508603538.9726975,1.6037187437513308e-06,2.8457751924939734e-13
0.9461538461538462,317140110.1035976,2.030917620904735e-06,4.563823017110197e-13
0.9461538461538462,197752948.4737262,2.571913809059347e-06,7.319088516743834e-13
0.9461538461538462,123308996.19404063,3.257020655659783e-06,1.173775944414743e-12
0.9461538461538462,76889415.09870477,4.124626382901348e-06,1.882406483707451e-12
0.9461538461538462,47944451.22882994,5.223345074266844e-06,3.0188505630372915e-12
0.9461538461538462,29895797.758488394,6.6147406412301455e-06,4.841387237028932e-12
0.9461538461538462,18641546.637057032,8.376776400682924e-06,7.764223469311308e-12
0.9461538461538462,11623950.088247,1.0608183551394482e-05,1.245163073792001e-11
0.9461538461538462,7248122.608439817,1.3433993325988988e-05,1.996891368018691e-11
0.9461538461538462,4519572.171003906,1.7012542798525893e-05,3.202452135450656e-11
0.9461538461538462,2818182.542646991,2.1544346900318823e-05,5.135832565083653e-11
0.9461538461538462,1757279.7908511607,2.7283333764867696e-05,8.236431076477585e-11
0.9461538461538462,1095753.1011200624,3.455107294592218e-05,1.3208919226902613e-10
0.9461538461538462,683257.6480573055,4.37547937507418e-05,2.1183392202748373e-10
0.9461538461538462,426045.8053975248,5.541020330009492e-05,3.3972205388019793e-10
0.9461538461538462,265661.17193463555,7.017038286703822e-05,5.448186864314356e-10
0.9461538461538462,165653.2157456301,8.886238162743407e-05,8.737361091710657e-10
0.9461538461538462,103293.18084142225,0.00011253355826007646,1.4012274663209116e-09
0.9461538461538462,64408.53467796329,0.00014251026703029977,2.2471762290628243e-09
0.9461538461538462,40161.98411536844,0.00018047217668271703,3.6038432426240413e-09
0.9461538461538462,25043.028469275905,0.00022854638641349906,5.779565655987638e-09
0.9461538461538462,15615.590968456283,0.0002894266124716752,9.268845099166118e-09
0.9461538461538462,9737.103469152278,0.0003665241237079626,1.4864771659338686e-08
0.9461538461538462,6071.5661947178205,0.00046415888336127773,2.3839382843253644e-08
0.9461538461538462,3785.915794889667,0.0005878016072274912,3.823306917726729e-08
0.9461538461538462,2360.69538771106,0.0007443803013251688,6.131906830771817e-08
0.9461538461538462,1471.9976173103425,0.0009426684551178855,9.834912517030544e-08
0.9461538461538462,917.8500159989383,0.0011937766417144358,1.577506008202355e-07
0.9461538461538462,572.3124404506407,0.0015117750706156615,2.530481484496737e-07
0.9461538461538462,356.8545074827185,0.0019144819761699576,4.0594773601503547e-07
0.9461538461538462,222.50810019679682,0.0024244620170823282,6.512846310712833e-07
0.9461538461538462,138.7387114072239,0.00307029062975785,1.0449600861035834e-06
0.9461538461538462,86.50626865261899,0.003888155180308085,1.6766703292599987e-06
0.9461538461538462,53.93822639981462,0.0049238826317067365,2.690320599846727e-06
0.9461538461538462,33.63147742070556,0.006235507341273912,4.31676395452206e-06
0.9461538461538462,20.969897485259658,0.007896522868499725,6.926306344010648e-06
0.9461538461538462,13.075201072991726,0.01,1.1112912613800803e-05
1.0,1233525307.0558655,1e-06,1.1081112182501881e-13
1.0,769165610.7769204,1.2663801734674021e-06,1.7770987309303134e-13
1.0,479613781.26301247,1.6037187437513308e-06,2.849966544447556e-13
1.0,299063525.4016905,2.030917620904735e-06,4.570544766799991e-13
1.0,186481280.81247804,2.571913809059347e-06,7.329868312712605e-13
1.0,116280539.54917105,3.257020655659783e-06,1.1755047204997498e-12
1.0,72506815.79815513,4.124626382901348e-06,1.8851789543190186e-12
1.0,45211678.21772689,5.223345074266844e-06,3.0232968261243097e-12
1.0,28191775.14135192,6.6147406412301455e-06,4.848517792483157e-12
1.0,17579002.08331164,8.376776400682924e-06,7.775658874751562e-12
1.0,10961399.651855037,1.0608183551394482e-05,1.2469969911979765e-11
1.0,6834988.797569509,1.3433993325988988e-05,1.999832455740494e-11
1.0,4261962.280080526,1.7012542798525893e-05,3.207168812965999e-11
1.0,2657549.7061803886,2.1544346900318823e-05,5.143396789247266e-11
1.0,1657117.0678845253,2.7283333764867696e-05,8.248561964617901e-11
1.0,1033296.5618198647,3.455107294592218e-05,1.3228373759787427e-10
1.0,644312.8272657136,4.37547937507418e-05,2.121459180238557e-10
1.0,401761.7339473268,5.541020330009492e-05,3.4022240772678326e-10
1.0,250518.82150787875,7.017038286703822e-05,5.456211133380979e-10
1.0,156211.19218912514,8.886238162743407e-05,8.750229764638997e-10
1.0,97405.6003135425,0.00011253355826007646,1.4032912402972579e-09
1.0,60737.32974650852,0.00014251026703029977,2.2504859447995673e-09
1.0,37872.801867227325,0.00018047217668271703,3.609151105238828e-09
1.0,23615.607552968715,0.00022854638641349906,5.788078006761851e-09
1.0,14725.52205774645,0.0002894266124716752,9.282496620678605e-09
1.0,9182.100909030645,0.0003665241237079626,1.4886665191550163e-08
1.0,5725.494625537249,0.00046415888336127773,2.3874494909456603e-08
1.0,3570.1234125612646,0.0005878016072274912,3.828938191328934e-08
1.0,2226.1387717712146,0.0007443803013251688,6.140938582852856e-08
1.0,1388.0956553537405,0.0009426684551178855,9.849398875129643e-08
1.0,865.5337695516499,0.0011937766417144358,1.5798296822691556e-07
1.0,539.6913991847667,0.0015117750706156615,2.5342090524602633e-07
1.0,336.51429353953057,0.0019144819761699576,4.065457518332348e-07
1.0,209.82545700931192,0.0024244620170823282,6.522441077999188e-07
1.0,130.8308116034479,0.00307029062975785,1.0464996025032906e-06
1.0,81.57554583999293,0.003888155180308085,1.6791406445503647e-06
1.0,50.863834992457186,0.0049238826317067365,2.694284541957793e-06
1.0,31.71454001626454,0.006235507341273912,4.323124556472852e-06
1.0,19.774650090025357,0.007896522868499725,6.936512358752501e-06
1.0,12.329938303783914,0.01,1.1129288126508574e-05
1.0538461538461539,76799416.25659864,1e-06,7.303440147302198e-15
1.0538461538461539,47888332.400710784,1.2663801734674021e-06,1.1712663871690685e-14
1.0538461538461539,29860804.837947052,1.6037187437513308e-06,1.8783818625225207e-14
1.0538461538461539,18619726.791676145,2.030917620904735e-06,3.012396209823643e-14
1.0538461538461539,11610344.323530339,2.571913809059347e-06,4.831036288342717e-14
1.0538461538461539,7239638.739725426,3.257020655659783e-06,7.747623506500848e-14
1.0538461538461539,4514282.06427256,4.124626382901348e-06,1.242500918861051e-13
1.0538461538461539,2814883.908513571,5.223345074266844e-06,1.9926220515890574e-13
1.0538461538461539,1755222.9408877895,6.6147406412301455e-06,3.195605432901736e-13
1.0538461538461539,1094470.566563006,8.376776400682924e-06,5.124852584921832e-13
1.0538461538461539,682457.9384301361,1.0608183551394482e-05,8.218822798981102e-13
1.0538461538461539,425547.1616277254,1.3433993325988988e-05,1.3180681827691849e-12
1.0538461538461539,265350.2580679902,1.7012542798525893e-05,2.1138110695889932e-12
1.0538461538461539,165459.36114344822,2.1544346900318823e-05,3.3899594912911145e-12
1.0538461538461539,103172.31889379618,2.7283333764867696e-05,5.436544228536327e-12
1.0538461538461539,64333.18778515149,3.455107294592218e-05,8.718694458913321e-12
1.0538461538461539,40115.018816977354,4.37547937507418e-05,1.3982349807810167e-11
1.0538461538461539,25013.761435504697,5.541020330009492e-05,2.242379495558616e-11
1.0538461538461539,15597.36084421056,7.017038286703822e-05,3.596154946186476e-11
1.0538461538461539,9725.75671152328,8.886238162743407e-05,5.7672407503672924e-11
1.0538461538461539,6064.512791356793,0.00011253355826007646,9.249071963334663e-11
1.0538461538461539,3781.540317373906,0.00014251026703029977,1.483297913752639e-10
1.0538461538461539,2357.989659316348,0.00018047217668271703,2.378800497101476e-10
1.0538461538461539,1470.331691373398,0.00022854638641349906,3.8149197474219567e-10
1.0538461538461539,916.8295690025061,0.0002894266124716752,6.117972060436704e-10
1.0538461538461539,571.6901878139805,0.0003665241237079626,9.811140899349592e-10
1.0538461538461539,356.4753289940155,0.00046415888336127773,1.573313725886301e-09
1.0538461538461539,222.27507324131204,0.0005878016072274912,2.5228345413006386e-09
1.0538461538461539,138.5919847111204,0.0007443803013251688,4.045162439836515e-09
1.0538461538461539,86.4097363113556,0.0009426684551178855,6.485715240173661e-09
1.0538461538461539,53.870910814605054,0.0011937766417144358,1.039827972685327e-08
1.0538461538461539,33.5817916456604,0.0015117750706156615,1.6670892129213665e-08
1.0538461538461539,20.93176769664761,0.0019144819761699576,2.672784247412123e-08
1.0538461538461539,13.045506330706878,0.0024244620170823282,4.285376245174216e-08
1.0538461538461539,8.12972480441862,0.00307029062975785,6.871346123176633e-08
1.0538461538461539,5.0659693516240285,0.003888155180308085,1.1018562224868138e-07
1.0538461538461539,3.1567164338636475,0.0049238826317067365,1.766997869771003e-07
1.0538461538461539,1.967022164898034,0.006235507341273912,2.833804424895732e-07
1.0538461538461539,1.2257327586630729,0.007896522868499725,4.544854897631707e-07
1.0538461538461539,0.7638429778355025,0.01,7.289205825678671e-07
1.1076923076923075,73022503.19026656,1e-06,7.330407885330099e-15
1.1076923076923075,45533235.48420627,1.2663801734674021e-06,1.1755912538073156e-14
1.1076923076923075,28392282.425462328,1.6037187437513308e-06,1.8853177320681887e-14
1.1076923076923075,17704028.56203229,2.030917620904735e-06,3.0235193934424044e-14
1.1076923076923075,11039360.018941281,2.571913809059347e-06,4.848874745437212e-14
1.1076923076923075,6883601.056169436,3.257020655659783e-06,7.776231372025838e-14
1.1076923076923075,4292274.5040615145,4.124626382901348e-06,1.2470888152417737e-13
1.1076923076923075,2676450.930111466,5.223345074266844e-06,1.9999797453806708e-13
1.1076923076923075,1668902.9543296378,6.6147406412301455e-06,3.207405100176564e-13
1.1076923076923075,1040645.6743300835,8.376776400682924e-06,5.1437759218405e-13
1.1076923076923075,648895.3861236081,1.0608183551394482e-05,8.249170481891749e-13
1.1076923076923075,404619.2062631314,1.3433993325988988e-05,1.3229350906388429e-12
1.1076923076923075,252300.61490941423,1.7012542798525893e-05,2.1216162034162412e-12
1.1076923076923075,157322.24535449152,2.1544346900318823e-05,3.402476686457689e-12
1.1076923076923075,98098.41316571696,2.7283333764867696e-05,5.456618178301251e-12
1.1076923076923075,61169.3489568994,3.455107294592218e-05,8.750887154276036e-12
1.1076923076923075,38142.2036300264,4.37547937507418e-05,1.4033977168977928e-11
1.1076923076923075,23783.609946502227,5.541020330009492e-05,2.2506589134199915e-11
1.1076923076923075,14830.297892769866,7.017038286703822e-05,3.609432439775694e-11
1.1076923076923075,9247.45301664075,8.886238162743407e-05,5.788533329565322e-11
1.1076923076923075,5766.265222513701,0.00011253355826007646,9.283217743420962e-11
1.1076923076923075,3595.566984438361,0.00014251026703029977,1.4887736997214733e-10
1.1076923076923075,2242.025148055412,0.00018047217668271703,2.3875819780883636e-10
1.1076923076923075,1398.021410206565,0.00022854638641349906,3.8290037263577994e-10
1.1076923076923075,871.7401334036398,0.0002894266124716752,6.140564579464e-10
1.1076923076923075,543.5745842678132,0.0003665241237079626,9.84739513436885e-10
1.1076923076923075,338.9440449806549,0.00046415888336127773,1.5791348777556844e-09
1.1076923076923075,211.3439169613881,0.0005878016072274912,2.5321893073415724e-09
1.1076923076923075,131.77656860512178,0.0007443803013251688,4.060212535289376e-09
1.1076923076923075,82.16084240086919,0.0009426684551178855,6.509958699242233e-09
1.1076923076923075,51.22242567160607,0.0011937766417144358,1.0437381634487087e-08
1.1076923076923075,31.931198480146623,0.0015117750706156615,1.673402765721172e-08
1.1076923076923075,19.90329412650297,0.0019144819761699576,2.6829862834245693e-08
1.1076923076923075,12.404802041170083,0.0024244620170823282,4.301868142788672e-08
1.1076923076923075,7.730657305852359,0.00307029062975785,6.89800603554044e-08
1.1076923076923075,4.817437711842688,0.003888155180308085,1.1061645501988833e-07
1.1076923076923075,3.0019449886128227,0.0049238826317067365,1.7739563665517658e-07
1.1076923076923075,1.8706390679817377,0.006235507341273912,2.845035299532111e-07
1.1076923076923075,1.1657073940765699,0.007896522868499725,4.5629672010874896e-07
1.1076923076923075,0.7264569368331713,0.01,7.318393143023699e-07
1.1615384615384614,69381889.54715425,1e-06,7.333686496946407e-15
1.1615384615384614,43263128.17327833,1.2663801734674021e-06,1.1761170508451812e-14
1.1615384615384614,26976755.344094705,1.6037187437513308e-06,1.88616096249861e-14
1.1615384615384614,16821375.6101784,2.030917620904735e-06,3.024871697543185e-14
1.1615384615384614,10488981.121744009,2.571913809059347e-06,4.851043459982968e-14
1.1615384615384614,6540411.889685842,3.257020655659783e-06,7.779709377913722e-14
1.1615384615384614,4078278.6462694565,4.124626382901348e-06,1.2476465889805225e-13
1.1615384615384614,2543013.654800107,5.223345074266844e-06,2.0008742560819652e-13
1.1615384615384614,1585698.042266637,6.6147406412301455e-06,3.208839639918578e-13
1.1615384615384614,988763.1892504608,8.376776400682924e-06,5.146076510305825e-13
1.1615384615384614,616544.0233879035,1.0608183551394482e-05,8.252859953709883e-13
1.1615384615384614,384446.4892082459,1.3433993325988988e-05,1.3235267717814284e-12
1.1615384615384614,239721.9013159626,1.7012542798525893e-05,2.1225650774097996e-12
1.1615384615384614,149478.7782029474,2.1544346900318823e-05,3.403998372751237e-12
1.1615384615384614,93207.61242069241,2.7283333764867696e-05,5.45905843322647e-12
1.1615384615384614,58119.68553255084,3.455107294592218e-05,8.754800384544023e-12
1.1615384615384614,36240.58275417026,4.37547937507418e-05,1.4040252274974275e-11
1.1615384615384614,22597.85187239381,5.541020330009492e-05,2.251665117674466e-11
1.1615384615384614,14090.916631992954,7.017038286703822e-05,3.611045772933013e-11
1.1615384615384614,8786.410396747322,8.886238162743407e-05,5.791119936750066e-11
1.1615384615384614,5478.780935639132,0.00011253355826007646,9.287364519518979e-11
1.1615384615384614,3416.305215898607,0.00014251026703029977,1.4894385050565206e-10
1.1615384615384614,2130.2457314231847,0.00018047217668271703,2.388647999361309e-10
1.1615384615384614,1328.3208182533633,0.00022854638641349906,3.830714163228905e-10
1.1615384615384614,828.2780131926139,0.0002894266124716752,6.1433128264592e-10
1.1615384615384614,516.4737029253586,0.0003665241237079626,9.851822552492216e-10
1.1615384615384614,322.045464319738,0.00046415888336127773,1.5798512188520745e-09
1.1615384615384614,200.80722082579717,0.0005878016072274912,2.533355489365265e-09
1.1615384615384614,125.20702629564126,0.0007443803013251688,4.062125646199286e-09
1.1615384615384614,78.06515149247377,0.0009426684551178855,6.513123022453926e-09
1.1615384615384614,48.669351635820014,0.0011937766417144358,1.0442654716423038e-08
1.1615384615384614,30.339985834188905,0.0015117750706156615,1.674286356039115e-08
1.1615384615384614,18.911749257062564,0.0019144819761699576,2.6844712039035967e-08
1.1615384615384614,11.787046556793545,0.0024244620170823282,4.304364233339248e-08
1.1615384615384614,7.345841829638193,0.00307029062975785,6.902193472113315e-08
1.1615384615384614,4.577753002394621,0.003888155180308085,1.1068645228873745e-07
1.1615384615384614,2.85266397320773,0.0049238826317067365,1.7751212108787736e-07
1.1615384615384614,1.7776633172537086,0.006235507341273912,2.8469644378916425e-07
1.1615384615384614,1.1077970142913371,0.007896522868499725,4.56614699937667e-07
1.1615384615384614,0.6903841310210047,0.01,7.323611337817424e-07
1.2153846153846153,65903461.27834413,1e-06,7.318240300130565e-15
1.2153846153846153,41094151.671699956,1.2663801734674021e-06,1.1736399152615336e-14
1.2153846153846153,25624288.45327849,1.6037187437513308e-06,1.8821883336081344e-14
1.2153846153846153,15978043.886575582,2.030917620904735e-06,3.018500717810611e-14
1.2153846153846153,9963121.00542791,2.571913809059347e-06,4.840826199550773e-14
1.2153846153846153,6212511.427158899,3.257020655659783e-06,7.763323763746716e-14
1.2153846153846153,3873816.071191534,4.124626382901348e-06,1.2450187967845607e-13
1.2153846153846153,2415520.865061687,5.223345074266844e-06,1.996660015100593e-13
1.2153846153846153,1506199.818684254,6.6147406412301455e-06,3.202081179127637e-13
1.2153846153846153,939192.0126313412,8.376776400682924e-06,5.135237831009986e-13
1.2153846153846153,585633.8788762927,1.0608183551394482e-05,8.23547773748215e-13
1.2153846153846153,365172.4449711561,1.3433993325988988e-05,1.320739147309922e-12
1.2153846153846153,227703.5559530885,1.7012542798525893e-05,2.1180944969013763e-12
1.2153846153846153,141984.72920717523,2.1544346900318823e-05,3.396828781435222e-12
1.2153846153846153,88534.69175598517,2.7283333764867696e-05,5.447560331234546e-12
1.2153846153846153,55205.881523070704,3.455107294592218e-05,8.736360430077246e-12
1.2153846153846153,34423.67724442615,4.37547937507418e-05,1.401067920704508e-11
1.2153846153846153,21464.918251730425,5.541020330009492e-05,2.24692229431472e-11
1.2153846153846153,13384.474217884721,7.017038286703822e-05,3.603439308303717e-11
1.2153846153846153,8345.90693235328,8.886238162743407e-05,5.77892063584037e-11
1.2153846153846153,5204.103959013078,0.00011253355826007646,9.267798960286645e-11
1.2153846153846153,3245.0295481899334,0.00014251026703029977,1.486300533222467e-10
1.2153846153846153,2023.446131700804,0.00018047217668271703,2.3836154368874585e-10
1.2153846153846153,1261.7254532148531,0.00022854638641349906,3.822644088750951e-10
1.2153846153846153,786.7521940725691,0.0002894266124716752,6.130375370532042e-10
1.2153846153846153,490.5802103927748,0.0003665241237079626,9.831092607654778e-10
1.2153846153846153,305.89972873988995,0.00046415888336127773,1.5765324289552208e-09
1.2153846153846153,190.73990946406772,0.0005878016072274912,2.528048796275789e-09
1.2153846153846153,118.93009219522561,0.0007443803013251688,4.053653909208231e-09
1.2153846153846153,74.15182325647254,0.0009426684551178855,6.499623330345948e-09
1.2153846153846153,46.22989081314921,0.0011937766417144358,1.0421182803205685e-08
1.2153846153846153,28.81952231353562,0.0015117750706156615,1.670876691878619e-08
1.2153846153846153,17.96423818091712,0.0019144819761699576,2.6790632451259152e-08
1.2153846153846153,11.196683163182687,0.0024244620170823282,4.295792409335339e-08
1.2153846153846153,6.978058523332487,0.00307029062975785,6.888607991155708e-08
1.2153846153846153,4.348655381097133,0.003888155180308085,1.1047104865847867e-07
1.2153846153846153,2.7099627714884966,0.0049238826317067365,1.7717032236640366e-07
1.2153846153846153,1.6887768764712796,0.006235507341273912,2.8415352807815494e-07
1.2153846153846153,1.052428454634134,0.007896522868499725,4.55751343135407e-07
1.2153846153846153,0.655891632584352,0.01,7.309866098572861e-07
1.2692307692307694,62599749.59629793,1e-06,7.288002504014682e-15
1.2692307692307694,39034119.82617861,1.2663801734674021e-06,1.1687906231767647e-14
1.2692307692307694,24339754.082842052,1.6037187437513308e-06,1.8744114328830343e-14
1.2692307692307694,15177071.536042778,2.030917620904735e-06,3.006028756054507e-14
1.2692307692307694,9463674.107402787,2.571913809059347e-06,4.820824679953724e-14
1.2692307692307694,5901080.946403844,3.257020655659783e-06,7.731246949921358e-14
