#  m  [GeV] ,  tau  [ps] ,  c ,  c_eff(theo) ,  c_eff(exp)^upper ,    c_eff(exp)^lower ,                c_eff(exp)^upper  converted ,    c_eff(exp)^lower  converted ,  allowed/excluded  (1/0)
0.061767,411228269.27553016,0.001,0.001000826259521984,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,122395985.21760532,0.0018329807108324356,0.0018344952285983098,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,36429346.71304486,0.003359818286283781,0.0033625943681344496,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,10842653.868496,0.006158482110660267,0.006163570615141825,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,3227154.8550072117,0.011288378916846888,0.011297706047393802,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,960514.7081747454,0.02069138081114789,0.02070847726143767,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,285882.9411676901,0.0379269019073225,0.037958239370381196,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,85088.81770009639,0.06951927961775606,0.06957672057979894,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,25325.429429083197,0.12742749857031335,0.1275327867265505,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,1
0.061767,7537.7441727707155,0.23357214690901212,0.23376513795892212,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,1
0.061767,2243.5031712096093,0.42813323987193913,0.42848698813992636,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,1
0.061767,667.75022555353,0.7847599703514607,0.7854083808810624,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,1
0.061767,198.75018735096518,1.438449888287663,1.439638395672066,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,1
0.061767,59.06366936149582,2.636650898730358,2.6388313733818625,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,1
0.061767,17.57859411377811,4.832930238571752,4.836927268519428,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,5.231846550287625,8.858667904100823,8.865995537367736,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,1.5572770873923152,16.23776739188721,16.25120204804751,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,0.4634249276596814,29.763514416313193,29.78813042616316,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,0.13794671418319074,54.555947811685144,54.60106249182306,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.061767,0.0410666124029105,100.0,100.08268477632619,9.2091e-05,3.164932965851035e-06,3.15411675,0.10839895408039796,0
0.064524,360736552.0826299,0.001,0.0010008262948072234,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,0
0.064524,107367875.6908912,0.0018329807108324356,0.001834495293275473,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,0
0.064524,31956453.16660245,0.003359818286283781,0.0033625944866864437,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,0
0.064524,9511363.552017726,0.006158482110660267,0.006163570832445356,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,0
0.064524,2830916.068788042,0.011288378916846888,0.011297706445707056,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,0
0.064524,842580.1189738446,0.02069138081114789,0.020708477991538632,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,0
0.064524,250781.46178454856,0.0379269019073225,0.0379582407086449,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,0
0.064524,74641.38292819657,0.06951927961775606,0.06957672303282679,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,0
0.064524,22215.90482660479,0.12742749857031335,0.12753279122299863,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,1
0.064524,6612.239591731542,0.23357214690901212,0.2337651462013676,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,1
0.064524,1968.0397944749577,0.42813323987193913,0.4284870032511573,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,1
0.064524,585.7620499292138,0.7847599703514607,0.7854084085957797,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,1
0.064524,174.34710269469136,1.438449888287663,1.439638446560974,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,1
0.064524,51.81167302125357,2.636650898730358,2.638831456421609,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,1
0.064524,15.420247008353261,4.832930238571752,4.8369274204578225,8.1619e-05,3.0630986832109395e-06,2.79545075,0.10491112989997468,0
