#m [GeV]	cff
1.0370	10000
1.0371	0.13455
1.0994	0.13190
1.1862	0.083244
1.2862	0.054906
1.4160	0.097939
1.5261	0.057090
1.6581	0.056574
1.7979	0.056558
1.9535	0.056558
2.1225	0.056558
2.3062	0.056310
2.5083	0.055159
2.5778	0.099601
2.6199	0.16837
2.8668	0.12729
3.1914	0.11872
3.5099	0.18107
3.8641	0.13181
4.2670	0.089907
4.7072	0.13151
4.7073	10000
