#m [GeV]	cWW
0.63108	10000
0.63109	1.3804
0.65604	1.2393
0.66997	1.2066
0.68154	1.2601
0.71196	1.2402
0.72800	1.2219
0.74140	1.2452
0.77363	1.2414
0.79106	1.2222
0.80562	1.2437
0.83935	0.90656
0.85675	0.84631
0.87364	0.86841
0.90609	0.84300
0.906091	10000
