#m [GeV]	cff
0.0098531	5.7699
0.019833	4.1361
0.029949	3.3512
0.039928	3.1228
0.049908	2.8523
0.061459	2.6281
0.069867	2.3930
0.079846	2.0854
0.089962	2.0854
0.10009	1.9780
0.10999	1.4773
0.11019	0.0023482
0.099942	0.00068410
0.089962	0.00056959
0.079846	0.00040063
0.069867	0.00051361
0.059887	0.00051361
0.049908	0.00051456
0.039928	0.00055201
0.029949	0.00057398
0.019833	0.00073545
0.0099898	0.00073384
