#m [GeV]	cff
0.010039	0.0040361
0.020011	0.013471
0.030006	0.015987
0.039989	0.016138
0.059912	0.052031
0.069936	0.054334
0.080117	0.093659
0.089916	0.12971
0.099969	0.26402
