#m [GeV]	cff
0.17930	10000
0.17929	0.55005
0.19362	0.55065
0.21037	0.41787
0.24735	0.22373
0.26992	0.15223
0.29112	0.26392
0.31792	0.13676
0.34543	0.13177
0.37532	0.13177
0.40592	0.099780
0.43995	0.090413
0.43996	10000
