#m [GeV]	cff
0	100000
0.000001	0.015191
0.049639	0.0040624
0.099827	0.0010692
0.13481	0.0010268
0.14974	0.00028595
0.17995	0.00028713
0.19991	0.00028791
0.21987	0.00028870
0.24011	0.00028950
0.24981	0.00028988
0.25993	0.00029028
0.25994	10000
