#m [GeV]	cWW
0.39663	309.30
0.40009	307.77
0.41003	302.87
0.42005	303.34
0.42687	308.97
0.42676	110.39
0.42005	288.87
0.41007	140.32
0.39985	227.33
0.39655	288.04
