#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(B0->K0  mu  mu) 

0.20000000000000004,25775204086.640297,0.0001,0.0
0.20000000000000004,9775735022.508602,0.0001623776739188721,0.0
0.20000000000000004,3707631338.533652,0.00026366508987303583,0.0
0.20000000000000004,1406186414.5266368,0.00042813323987193956,0.0
0.20000000000000004,533318405.05522597,0.0006951927961775605,0.0
0.20000000000000004,202266190.52373677,0.0011288378916846883,0.0
0.20000000000000004,76709254.40369417,0.0018329807108324356,0.0
0.20000000000000004,29090995.08935638,0.002976351441631319,0.0
0.20000000000000004,11032175.234166484,0.004832930238571752,0.0
0.20000000000000004,4183734.000349912,0.007847599703514606,0.0
0.20000000000000004,1586622.8864992645,0.012742749857031334,0.0
0.20000000000000004,601717.2100235198,0.0206913808111479,0.0
0.20000000000000004,228202.08818234308,0.03359818286283781,0.0
0.20000000000000004,86547.2840665388,0.05455594781168514,0.0
0.20000000000000004,32824.03876113544,0.08858667904100823,0.0
0.20000000000000004,12448.980458804912,0.14384498882876628,0.0
0.20000000000000004,4721.474331461571,0.23357214690901212,0.0
0.20000000000000004,1790.699883324865,0.3792690190732246,0.0
0.20000000000000004,679.1548564846518,0.615848211066026,0.0
0.20000000000000004,257.5818958809754,1.0,0.0
0.21357941055617136,3891149.4318803544,0.0001,1.0377375056905305e-09
0.21357941055617136,1475792.2211508502,0.0001623776739188721,2.7361555143238243e-09
0.21357941055617136,559721.9465532835,0.00026366508987303583,7.214329324413727e-09
0.21357941055617136,212284.6890914771,0.00042813323987193956,1.9022126454333826e-08
0.21357941055617136,80512.30926618581,0.0006951927961775605,5.015908721816491e-08
0.21357941055617136,30535.063436519664,0.0011288378916846883,1.3228520882782109e-07
0.21357941055617136,11580.382535993935,0.0018329807108324356,3.4897812622390514e-07
0.21357941055617136,4391.704429565873,0.002976351441631319,9.209254490337812e-07
0.21357941055617136,1665.4627434012607,0.004832930238571752,2.430718548577252e-06
0.21357941055617136,631.5926761449929,0.007847599703514606,6.415657203869949e-06
0.21357941055617136,239.52238094073365,0.012742749857031334,1.6930845991492062e-05
0.21357941055617136,90.83732499625157,0.0206913808111479,4.46707784684711e-05
0.21357941055617136,34.45015481908923,0.03359818286283781,0.00011783709002254681
0.21357941055617136,13.065462267963655,0.05455594781168514,0.0003107940334307786
0.21357941055617136,4.955223015499912,0.08858667904100823,0.0008196245653003506
0.21357941055617136,1.8793379319091368,0.14384498882876628,0.002161347909851805
0.21357941055617136,0.7127687786454127,0.23357214690901212,0.005699190811726685
0.21357941055617136,0.270329725572379,0.3792690190732246,0.015027551070959662
0.21357941055617136,0.1025273626265903,0.615848211066026,0.03962367362855218
0.21357941055617136,0.03888537545017921,1.0,0.1044758630349791
0.228080823067608,1405897.2553245989,0.0001,1.0383449773048328e-09
0.228080823067608,533213.1981750571,0.0001623776739188721,2.7377572072821344e-09
0.228080823067608,202231.13046390226,0.00026366508987303583,7.218552454916263e-09
