#m [GeV]	cWW
0.2552445758411019	1.1009041351117854
0.3155952330893944	0.8213209909392772
0.3824799691444386	0.5694652095915482
0.5462498168276742	0.4918683821945603
0.5662959794474778	0.4918683821945603
0.6259241945224987	0.4918683821945603
0.6863122317324055	0.5102153015503309
0.8251287872547751	0.3537592084452823
0.9530823671189922	0.3537592084452823
1.0040125245206615	0.3537592084452823
1.4984842200233284	0.3537592084452823
2.0072834120310414	0.3410383205201556
2.5219654374091287	0.4918683821945603
2.532084885566994	2.8527807129132965
1.9992613269335113	4.114472039025834
1.5044969246999957	5.316748573980339
1.0040125245206615	11.899993376946473
0.9492733843873267	11.899993376946473
0.8251287872547751	17.803156841745153
0.6808375155565363	17.803156841745153
0.646300932610212	26.634669742405155
0.6259241945224987	25.67690909440686
0.5685682559509629	25.67690909440686
0.5484416576121021	25.67690909440686
0.3840146793992925	51.49079796776725
0.3155952330893944	51.49079796776725
0.26145160025945396	77.03355145580738
0.2552445758411019	79.90693874275304
