#m [GeV]	cff
0.36123	0.0012429
0.41143	0.0010052
0.51789	0.00078621
0.57250	0.00062026
0.67951	0.00048980
0.78486	0.00036932
0.89298	0.00031005
0.94649	0.00030096
1.0061	0.00023971
0.98675	0.000086414
0.94593	0.000087393
0.88967	0.00010391
0.83892	0.00010471
0.78486	0.00010471
0.73081	0.00010471
0.67620	0.00010497
0.62214	0.00010679
0.56919	0.00010837
0.51458	0.00013473
0.46162	0.00013483
0.40756	0.00013512
0.35516	0.00013587
