#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(K+->pi+  a) ,  BR_Na62(K+->pi+  a) ,  Allowed/excluded  (1/0) 

0.01,4068527705.4155765,0.0011288378916846883,2.4330515643852546e-11,9.56e-10,1
0.01,282779701.31768143,0.004281332398719396,3.507471306808257e-10,9.56e-10,1
0.01,19653618.76475824,0.01623776739188724,5.058279048455771e-09,9.56e-10,0
0.01,1366147.1459210927,0.06158482110660267,7.28453973173182e-08,9.56e-10,0
0.01,518127.74324801954,0.1,1.9210336033218996e-07,9.56e-10,0
0.01,250405.20758768704,0.14384498882876628,3.9752524130459255e-07,9.56e-10,0
0.01,129529.95903769514,0.20000000000000004,7.685310182662938e-07,9.56e-10,0
0.01,121018.29982867157,0.20691380811147897,8.22588456671697e-07,9.56e-10,0
0.01,94970.15469730023,0.23357214690901212,1.0482218954589471e-06,9.56e-10,0
0.01,94119.10841223231,0.23462576957740608,1.0577007260720337e-06,9.56e-10,0
0.01,68388.8851544428,0.2752462587489502,1.4556694481065273e-06,9.56e-10,0
0.01,58487.03176104372,0.29763514416313175,1.702127378955747e-06,9.56e-10,0
0.01,49692.788400899415,0.3228993264113713,2.003371526892687e-06,9.56e-10,0
0.01,36107.82386911198,0.3788025147764701,2.7571422151099412e-06,9.56e-10,0
0.01,28266.28362111356,0.42813323987193935,3.522050016983904e-06,9.56e-10,0
0.01,26236.708753138228,0.4443841577364301,3.79451200240416e-06,9.56e-10,0
0.01,19064.151071860095,0.5213198749845864,5.222180953147301e-06,9.56e-10,0
0.01,13852.420097843155,0.6115753843212784,7.1869932441205654e-06,9.56e-10,0
0.01,13660.867014627325,0.6158482110660264,7.287771834751307e-06,9.56e-10,0
0.01,10065.466168751023,0.7174567260048892,9.891040672060152e-06,9.56e-10,0
0.01,7313.784869368213,0.8416691823869162,1.3612448579818608e-05,9.56e-10,0
0.01,6602.191386493174,0.8858667904100825,1.5079643016267015e-05,9.56e-10,0
0.01,6602.191386493167,0.8858667904100832,1.5079643016235829e-05,9.56e-10,0
0.01,5314.354380268332,0.9873863982355817,1.8733982105481048e-05,9.56e-10,0
0.01,3861.5252276686856,1.1583314677814325,2.5782415006290358e-05,9.56e-10,0
0.01,3190.7895560221104,1.2742749857031335,3.1202205073661046e-05,9.56e-10,0
0.01,2805.868230761242,1.358872060269724,3.5482710276613e-05,9.56e-10,0
0.01,2038.8050141867923,1.5941320144900963,4.8832585221310034e-05,9.56e-10,0
0.01,1542.0851606841081,1.8329807108324356,6.456216276063236e-05,9.56e-10,0
