#m [GeV]	cff
0.39674	71.242
0.40003	71.737
0.41000	71.264
0.42011	71.752
0.42678	71.380
0.42676	26.128
0.42005	68.925
0.41023	33.315
0.39988	52.607
0.39654	67.653
