#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(KL->pi0  a) 

0.26004000000000005,9464.337180102804,0.29763514416313175,2.1547510906879706e-07
0.26004000000000005,4574.062879468116,0.42813323987193935,4.458569308492668e-07
0.26004000000000005,2210.626816521625,0.6158482110660264,9.225790599513489e-07
0.26004000000000005,1068.3943984379341,0.8858667904100825,1.909121488669697e-06
0.26004000000000005,1068.3943984379325,0.8858667904100832,1.909121488669561e-06
0.26004000000000005,516.361951467328,1.2742749857031335,3.951107352159943e-06
0.26004000000000005,249.32178519360886,1.8329807108324356,8.243707754497968e-06
0.26004000000000005,120.46647339622383,2.636650898730358,1.700742876674771e-05
0.26004000000000005,74.17569547273246,3.359818286283788,2.7555767352587362e-05
0.26004000000000005,58.20495311696494,3.79269019073225,3.507595810604565e-05
0.26004000000000005,28.123963226728193,5.455594781168517,7.239276971472643e-05
0.26004000000000005,13.591915247626861,7.847599703514611,0.00014980143486842737
0.26004000000000005,6.567045010012566,11.288378916846883,0.0003090239848640476
0.26004000000000005,5.1533381293981755,12.742749857031322,0.00039361377308405273
0.26004000000000005,3.1737939832804765,16.23776739188721,0.000639540905948584
0.26004000000000005,1.533708317346835,23.357214690901213,0.0013217562499219103
0.26004000000000005,0.7413961050346944,33.59818286283781,0.0027427960181592636
0.26004000000000005,0.3583174019870979,48.32930238571752,0.005672677670480038
0.26004000000000005,0.3583174019870979,48.32930238571752,0.005672677670480038
0.26004000000000005,0.1731430616933798,69.51927961775606,0.011707329244401607
0.26004000000000005,0.08368361726304616,100.0,0.02422655672589318
0.26004000000000005,0.02491011742401578,183.29807108324374,0.08143567469400623
0.26004000000000005,0.0017318863121068796,695.192796177562,1.1708058837448765
0.26004000000000005,0.00012035466941105983,2636.6508987303664,16.835968484058334
0.26004000000000005,8.367870289818784e-06,10000.0,242.54634435074018
