#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(B->K  mu  mu) 
0.014677992676220698,17.81846971323006,6.951927961775605,0.0
0.014677992676220698,13.983221766013486,7.847599703514611,0.0
0.014677992676220698,6.757993533021349,11.288378916846883,0.0
0.014677992676220698,3.2660911306074496,16.23776739188721,0.0
0.014677992676220698,1.5784790589820241,23.357214690901213,0.0
0.014677992676220698,1.5784790589820241,23.357214690901213,0.0
0.014677992676220698,0.7628679176039402,33.59818286283781,0.0
0.014677992676220698,0.36868874273377905,48.32930238571752,0.0
0.014677992676220698,0.17818469734843967,69.51927961775606,0.0
0.014677992676220698,0.13983221781039712,78.47599703514607,0.0
0.014677992676220698,0.08611542119014133,100.0,0.0
0.014677992676220698,0.012387271799801012,263.6650898730355,0.0
0.014677992676220698,0.0010973472711500963,885.8667904100832,0.0
0.014677992676220698,9.721035050662267e-05,2976.3514416313133,0.0
0.014677992676220698,8.61154211981311e-06,10000.0,0.0
0.01778279410038923,670919710370007.1,1e-06,0.0
0.01778279410038923,59434549048610.69,3.359818286283781e-06,0.0
0.01778279410038923,5265109324230.29,1.1288378916846883e-05,0.0
0.01778279410038923,466418553335.2679,3.792690190732254e-05,0.0
0.01778279410038923,41318473625.81006,0.00012742749857031334,0.0
0.01778279410038923,3660268116.526984,0.0004281332398719391,0.0
0.01778279410038923,324251512.6701971,0.0014384498882876629,0.0
0.01778279410038923,28724423.55081268,0.004832930238571752,0.0
0.01778279410038923,2544604.334645308,0.01623776739188721,0.0
0.01778279410038923,225418.15006190233,0.05455594781168514,0.0
0.01778279410038923,67092.3699088002,0.1,0.0
0.01778279410038923,32425.27546661449,0.14384498882876628,0.0
0.01778279410038923,19969.04823501937,0.18329807108324336,0.0
0.01778279410038923,15670.909814057848,0.20691380811147897,0.0
0.01778279410038923,7573.641520447925,0.29763514416313175,0.0
0.01778279410038923,3660.2881558014255,0.42813323987193935,0.0
0.01778279410038923,1768.991745749966,0.6158482110660255,0.0
0.01778279410038923,1768.9917457499605,0.6158482110660264,0.0
0.01778279410038923,854.9413749442592,0.8858667904100825,0.0
0.01778279410038923,413.1872039867112,1.2742749857031335,0.0
0.01778279410038923,199.6904937951523,1.8329807108324356,0.0
0.01778279410038923,156.70910610487,2.06913808111479,0.0
0.01778279410038923,96.50902277049651,2.636650898730358,0.0
0.01778279410038923,46.64213750768145,3.79269019073225,0.0
0.01778279410038923,22.541819696565987,5.455594781168517,0.0
0.01778279410038923,13.882339340748715,6.951927961775605,0.0
0.01778279410038923,10.894304211559952,7.847599703514611,0.0
0.01778279410038923,5.265141227631856,11.288378916846883,0.0
0.01778279410038923,2.544606025746092,16.23776739188721,0.0
0.01778279410038923,1.2297903409797826,23.357214690901213,0.0
0.01778279410038923,1.2297903409797826,23.357214690901213,0.0
0.01778279410038923,0.5943490926937778,33.59818286283781,0.0
0.01778279410038923,0.28724477026542455,48.32930238571752,0.0
0.01778279410038923,0.13882339361904492,69.51927961775606,0.0
0.01778279410038923,0.10894304226267681,78.47599703514607,0.0
0.01778279410038923,0.06709237768772645,100.0,0.0
0.01778279410038923,0.00965090231969173,263.6650898730355,0.0
0.01778279410038923,0.000854941386277465,885.8667904100832,0.0
0.01778279410038923,7.573641818574385e-05,2976.3514416313133,0.0
0.01778279410038923,6.709237769554689e-06,10000.0,0.0
0.021544346900318832,512103494813186.1,1e-06,0.0
0.021544346900318832,45365547934335.016,3.359818286283781e-06,0.0
0.021544346900318832,4018783237860.3447,1.1288378916846883e-05,0.0
0.021544346900318832,356010664122.2036,3.792690190732254e-05,0.0
0.021544346900318832,31537805197.444653,0.00012742749857031334,0.0
0.021544346900318832,2793831074.6631894,0.0004281332398719391,0.0
0.021544346900318832,247496703.2880151,0.0014384498882876629,0.0
0.021544346900318832,21924966.97975602,0.004832930238571752,0.0
0.021544346900318832,1942262.9270336437,0.01623776739188721,0.0
0.021544346900318832,172058.72104599822,0.05455594781168514,0.0
0.021544346900318832,51210.72831760025,0.1,0.0
0.021544346900318832,24749.78883469484,0.14384498882876628,0.0
0.021544346900318832,15242.113510491277,0.18329807108324336,0.0
0.021544346900318832,11961.400655465943,0.20691380811147897,0.0
0.021544346900318832,5780.861617220432,0.29763514416313175,0.0
0.021544346900318832,2793.8501335951014,0.42813323987193935,0.0
0.021544346900318832,1350.2482934527752,0.6158482110660255,0.0
0.021544346900318832,1350.2482934527711,0.6158482110660264,0.0
0.021544346900318832,652.5655854747301,0.8858667904100825,0.0
0.021544346900318832,315.3803966751469,1.2742749857031335,0.0
0.021544346900318832,152.42114611443478,1.8329807108324356,0.0
0.021544346900318832,119.61401421606587,2.06913808111479,0.0
0.021544346900318832,73.66407678696905,2.636650898730358,0.0
0.021544346900318832,35.601334481043345,3.79269019073225,0.0
0.021544346900318832,17.205876615202328,5.455594781168517,0.0
0.021544346900318832,10.596208339496387,6.951927961775605,0.0
0.021544346900318832,8.315480144366342,7.847599703514611,0.0
0.021544346900318832,4.018813546110938,11.288378916846883,0.0
0.021544346900318832,1.9422645517962829,16.23776739188721,0.0
0.021544346900318832,0.9386829086296891,23.357214690901213,0.0
0.021544346900318832,0.9386829086296891,23.357214690901213,0.0
0.021544346900318832,0.45365890144254145,33.59818286283781,0.0
0.021544346900318832,0.21925018230740717,48.32930238571752,0.0
0.021544346900318832,0.10596208359850127,69.51927961775606,0.0
0.021544346900318832,0.08315480158516496,78.47599703514607,0.0
0.021544346900318832,0.05121073579985855,100.0,0.0
0.021544346900318832,0.007366407719722164,263.6650898730355,0.0
0.021544346900318832,0.0006525655963780286,885.8667904100832,0.0
0.021544346900318832,5.780861904022507e-05,2976.3514416313133,0.0
0.021544346900318832,5.121073580738251e-06,10000.0,0.0
0.026101572156825358,380879723011465.75,1e-06,0.0
0.026101572156825358,33740869778876.55,3.359818286283781e-06,0.0
0.026101572156825358,2988991604843.9253,1.1288378916846883e-05,0.0
0.026101572156825358,264784842961.721,3.792690190732254e-05,0.0
0.026101572156825358,23456412417.84107,0.00012742749857031334,0.0
0.026101572156825358,2077927184.4445102,0.0004281332398719391,0.0
0.026101572156825358,184077114.87330803,0.0014384498882876629,0.0
0.026101572156825358,16306831.938606488,0.004832930238571752,0.0
0.026101572156825358,1444570.7907599302,0.01623776739188721,0.0
0.026101572156825358,127969.82063213192,0.05455594781168514,0.0
0.026101572156825358,38088.32166784389,0.1,0.0
0.026101572156825358,18407.82116951146,0.14384498882876628,0.0
0.026101572156825358,11336.424046407545,0.18329807108324336,0.0
0.026101572156825358,8896.371899951142,0.20691380811147897,0.0
0.026101572156825358,4299.554593185976,0.29763514416313175,0.0
0.026101572156825358,2077.944779799666,0.42813323987193935,0.0
0.026101572156825358,1004.2562292487539,0.6158482110660255,0.0
0.026101572156825358,1004.256229248751,0.6158482110660264,0.0
0.026101572156825358,485.35003420769976,0.8858667904100825,0.0
0.026101572156825358,234.56628715728567,1.2742749857031335,0.0
0.026101572156825358,113.3642507182138,1.8329807108324356,0.0
0.026101572156825358,88.96372613534439,2.06913808111479,0.0
0.026101572156825358,54.788151696015575,2.636650898730358,0.0
0.026101572156825358,26.478731561553715,3.79269019073225,0.0
0.026101572156825358,12.79698626338875,5.455594781168517,0.0
0.026101572156825358,7.881001103120856,6.951927961775605,0.0
0.026101572156825358,6.184694193911452,7.847599703514611,0.0
0.026101572156825358,2.9890195607645453,11.288378916846883,0.0
0.026101572156825358,1.4445723026149813,16.23776739188721,0.0
0.026101572156825358,0.6981517165546658,23.357214690901213,0.0
0.026101572156825358,0.6981517165546658,23.357214690901213,0.0
0.026101572156825358,0.337411854286614,33.59818286283781,0.0
0.026101572156825358,0.16306879537092916,48.32930238571752,0.0
0.026101572156825358,0.07881001122080133,69.51927961775606,0.0
0.026101572156825358,0.061846942070921604,78.47599703514607,0.0
0.026101572156825358,0.0380883286362228,100.0,0.0
0.026101572156825358,0.005478815207815963,263.6650898730355,0.0
0.026101572156825358,0.0004853500443638167,885.8667904100832,0.0
0.026101572156825358,4.299554860323037e-05,2976.3514416313133,0.0
0.026101572156825358,3.8088328643231313e-06,10000.0,0.0
0.03162277660168379,274606629460251.5,1e-06,0.0
0.03162277660168379,24326489349358.203,3.359818286283781e-06,0.0
0.03162277660168379,2155002906969.0205,1.1288378916846883e-05,0.0
0.03162277660168379,190904553485.3692,3.792690190732254e-05,0.0
0.03162277660168379,16911602613.623035,0.00012742749857031334,0.0
0.03162277660168379,1498144032.9380739,0.0004281332398719391,0.0
0.03162277660168379,132715996.8791691,0.0014384498882876629,0.0
0.03162277660168379,11756915.019594098,0.004832930238571752,0.0
0.03162277660168379,1041508.454005748,0.01623776739188721,0.0
0.03162277660168379,92263.85652656123,0.05455594781168514,0.0
0.03162277660168379,27460.971264707176,0.1,0.0
0.03162277660168379,13271.69674459768,0.14384498882876628,0.0
0.03162277660168379,8173.350973138184,0.18329807108324336,0.0
0.03162277660168379,6414.118757495065,0.20691380811147897,0.0
0.03162277660168379,3099.8989530804247,0.29763514416313175,0.0
0.03162277660168379,1498.159573553655,0.42813323987193935,0.0
0.03162277660168379,724.0500822687469,0.6158482110660255,0.0
0.03162277660168379,724.0500822687447,0.6158482110660264,0.0
0.03162277660168379,349.92835763709223,0.8858667904100825,0.0
0.03162277660168379,169.11793542574642,1.2742749857031335,0.0
0.03162277660168379,81.73351884761865,1.8329807108324356,0.0
0.03162277660168379,64.14119391897927,2.06913808111479,0.0
0.03162277660168379,39.50123962470471,2.636650898730358,0.0
0.03162277660168379,19.0906735948672,3.79269019073225,0.0
0.03162277660168379,9.226389386118154,5.455594781168517,0.0
0.03162277660168379,5.682055403175213,6.951927961775605,0.0
0.03162277660168379,4.459049631408421,7.847599703514611,0.0
0.03162277660168379,2.155027581810534,11.288378916846883,0.0
0.03162277660168379,1.0415097971532836,16.23776739188721,0.0
0.03162277660168379,0.5033544194596234,23.357214690901213,0.0
0.03162277660168379,0.5033544194596234,23.357214690901213,0.0
0.03162277660168379,0.24326767952527134,33.59818286283781,0.0
0.03162277660168379,0.11756957246893245,48.32930238571752,0.0
0.03162277660168379,0.056820554200319215,69.51927961775606,0.0
0.03162277660168379,0.04459049643127403,78.47599703514607,0.0
0.03162277660168379,0.027460977459472413,100.0,0.0
0.03162277660168379,0.003950123996446826,263.6650898730355,0.0
0.03162277660168379,0.0003499283666667842,885.8667904100832,0.0
0.03162277660168379,3.0998991905818173e-05,2976.3514416313133,0.0
0.03162277660168379,2.7460977465703703e-06,10000.0,0.0
0.03831186849557287,191143038660261.6,1e-06,0.0
0.03831186849557287,16932727019068.434,3.359818286283781e-06,0.0
0.03831186849557287,1500014056037.116,1.1288378916846883e-05,0.0
0.03831186849557287,132881265924.8778,3.792690190732254e-05,0.0
0.03831186849557287,11771511886.770422,0.00012742749857031334,0.0
0.03831186849557287,1042800241.8654975,0.0004281332398719391,0.0
0.03831186849557287,92378536.80752477,0.0014384498882876629,0.0
0.03831186849557287,8183545.867108025,0.004832930238571752,0.0
0.03831186849557287,724955.1579833599,0.01623776739188721,0.0
0.03831186849557287,64221.438148340516,0.05455594781168514,0.0
0.03831186849557287,19114.56121823343,0.1,0.0
0.03831186849557287,9237.934849321138,0.14384498882876628,0.0
0.03831186849557287,5689.165881768805,0.18329807108324336,0.0
0.03831186849557287,4464.629724334578,0.20691380811147897,0.0
0.03831186849557287,2157.7244866271603,0.29763514416313175,0.0
0.03831186849557287,1042.8132210492265,0.42813323987193935,0.0
0.03831186849557287,503.9843647745373,0.6158482110660255,0.0
0.03831186849557287,503.9843647745358,0.6158482110660264,0.0
0.03831186849557287,243.57213094589736,0.8858667904100825,0.0
0.03831186849557287,117.71671280813486,1.2742749857031335,0.0
0.03831186849557287,56.89166646684155,1.8329807108324356,0.0
0.03831186849557287,44.646302566459624,2.06913808111479,0.0
0.03831186849557287,27.495345645195304,2.636650898730358,0.0
0.03831186849557287,13.288308781270711,3.79269019073225,0.0
0.03831186849557287,6.422146947100067,5.455594781168517,0.0
0.03831186849557287,3.9550677128842238,6.951927961775605,0.0
0.03831186849557287,3.1037788225084775,7.847599703514611,0.0
0.03831186849557287,1.5000346541233545,11.288378916846883,0.0
0.03831186849557287,0.7249562844226005,16.23776739188721,0.0
0.03831186849557287,0.3503663150445631,23.357214690901213,0.0
0.03831186849557287,0.3503663150445631,23.357214690901213,0.0
0.03831186849557287,0.1693295959166343,33.59818286283781,0.0
0.03831186849557287,0.08183581245957663,48.32930238571752,0.0
0.03831186849557287,0.03955067727028963,69.51927961775606,0.0
0.03831186849557287,0.03103778832342069,78.47599703514607,0.0
0.03831186849557287,0.01911456641587317,100.0,0.0
0.03831186849557287,0.0027495345930295813,263.6650898730355,0.0
0.03831186849557287,0.00024357213852278824,885.8667904100832,0.0
0.03831186849557287,2.1577246859123072e-05,2976.3514416313133,0.0
0.03831186849557287,1.9114566421101955e-06,10000.0,0.0
0.046415888336127774,128168587754173.11,1e-06,0.0
0.046415888336127774,11354029548352.898,3.359818286283781e-06,0.0
0.046415888336127774,1005815773226.3362,1.1288378916846883e-05,0.0
0.046415888336127774,89101880784.48763,3.792690190732254e-05,0.0
0.046415888336127774,7893241145.898073,0.00012742749857031334,0.0
0.046415888336127774,699236876.8978517,0.0004281332398719391,0.0
0.046415888336127774,61943328.26251331,0.0014384498882876629,0.0
