#m [GeV],  tau [ps], casb, BRtheo(B+->K+mumu), BRexp, allowed/excluded(1/0)
2.500000e-01	1.000000e-01	2.280972e-11	1.000000e-10	6.366320e-10	1.000000e+00
2.500000e-01	1.000000e-01	3.225782e-11	2.000000e-10	6.366320e-10	1.000000e+00
2.500000e-01	1.000000e-01	4.561944e-11	4.000000e-10	6.366320e-10	1.000000e+00
2.500000e-01	1.000000e-01	6.451564e-11	8.000000e-10	6.366320e-10	0.000000e+00
2.500000e-01	1.000000e-01	9.123889e-11	1.600000e-09	6.366320e-10	0.000000e+00
2.500000e-01	1.000000e-01	1.290313e-10	3.200000e-09	6.366320e-10	0.000000e+00
2.500000e-01	1.000000e-01	1.824778e-10	6.400000e-09	6.366320e-10	0.000000e+00
2.500000e-01	1.000000e-01	2.580625e-10	1.280000e-08	6.366320e-10	0.000000e+00
2.500000e-01	1.000000e-01	3.649555e-10	2.560000e-08	6.366320e-10	0.000000e+00
2.500000e-01	1.000000e-01	5.161251e-10	5.120000e-08	6.366320e-10	0.000000e+00
2.500000e-01	1.500000e-01	2.280972e-11	1.000000e-10	6.223090e-10	1.000000e+00
2.500000e-01	1.500000e-01	3.225782e-11	2.000000e-10	6.223090e-10	1.000000e+00
2.500000e-01	1.500000e-01	4.561944e-11	4.000000e-10	6.223090e-10	1.000000e+00
2.500000e-01	1.500000e-01	6.451564e-11	8.000000e-10	6.223090e-10	0.000000e+00
2.500000e-01	1.500000e-01	9.123889e-11	1.600000e-09	6.223090e-10	0.000000e+00
2.500000e-01	1.500000e-01	1.290313e-10	3.200000e-09	6.223090e-10	0.000000e+00
2.500000e-01	1.500000e-01	1.824778e-10	6.400000e-09	6.223090e-10	0.000000e+00
2.500000e-01	1.500000e-01	2.580625e-10	1.280000e-08	6.223090e-10	0.000000e+00
2.500000e-01	1.500000e-01	3.649555e-10	2.560000e-08	6.223090e-10	0.000000e+00
2.500000e-01	1.500000e-01	5.161251e-10	5.120000e-08	6.223090e-10	0.000000e+00
2.500000e-01	2.250000e-01	2.280972e-11	1.000000e-10	5.954200e-10	1.000000e+00
2.500000e-01	2.250000e-01	3.225782e-11	2.000000e-10	5.954200e-10	1.000000e+00
2.500000e-01	2.250000e-01	4.561944e-11	4.000000e-10	5.954200e-10	1.000000e+00
